Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,53,28,.654,—,52,29,100.0,95.8
Brooklyn Nets,48,33,.593,5.0,46,35,96.8,95.0
Boston Celtics,41,39,.513,11.5,40,40,96.6,96.5
Philadelphia 76ers,33,48,.407,20.0,30,51,93.0,96.5
Toronto Raptors,32,48,.400,20.5,34,46,96.8,98.8
Indiana Pacers,49,31,.613,—,52,28,94.7,90.5
Chicago Bulls,44,37,.543,5.5,41,40,93.2,92.9
Milwaukee Bucks,37,44,.457,12.5,36,45,98.9,100.5
Detroit Pistons,29,52,.358,20.5,29,52,94.8,98.8
Cleveland Cavaliers,24,57,.296,25.5,28,53,96.5,101.1
Miami Heat,65,16,.802,—,61,20,102.9,95.0
Atlanta Hawks,44,36,.550,20.5,42,38,98.1,97.4
Washington Wizards,29,52,.358,36.0,33,48,93.2,95.8
Charlotte Bobcats,20,61,.247,45.0,17,64,93.3,102.7
Orlando Magic,20,61,.247,45.0,22,59,94.1,101.1
Oklahoma City Thunder,60,21,.741,—,64,17,105.9,96.5
Denver Nuggets,56,25,.691,4.0,53,28,106.0,101.1
Utah Jazz,43,38,.531,17.0,41,40,98.4,98.3
Portland Trail Blazers,33,47,.413,26.5,32,48,97.9,100.8
Minnesota Timberwolves,30,51,.370,30.0,33,48,95.6,98.1
Los Angeles Clippers,54,26,.675,—,57,23,101.1,94.7
Golden State Warriors,46,35,.568,8.5,43,38,101.2,100.4
Los Angeles Lakers,44,37,.543,10.5,44,37,102.2,101.1
Sacramento Kings,28,53,.346,26.5,27,54,100.1,105.0
Phoenix Suns,25,56,.309,29.5,23,58,95.1,101.4
San Antonio Spurs,58,23,.716,—,58,23,103.1,96.5
Memphis Grizzlies,55,26,.679,3.0,53,28,93.5,89.5
Houston Rockets,45,36,.556,13.0,50,31,106.1,102.5
Dallas Mavericks,40,41,.494,18.0,38,43,101.2,101.9
New Orleans Hornets,27,54,.333,31.0,30,51,94.2,97.9
