Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,19,13,.594,—,18,14,96.9,95.6
Philadelphia 76ers,17,18,.486,3.5,17,18,102.2,102.3
Boston Celtics,14,21,.400,6.5,15,20,99.3,101.1
New York Knicks,12,21,.364,7.5,13,20,97.4,100.2
Toronto Raptors,12,24,.333,9.0,13,23,97.9,101.8
Detroit Pistons,28,5,.848,—,25,8,98.7,90.8
Cleveland Cavaliers,20,13,.606,8.0,21,12,99.8,95.8
Indiana Pacers,19,14,.576,9.0,21,12,94.5,90.7
Milwaukee Bucks,18,15,.545,10.0,13,20,96.7,99.5
Chicago Bulls,15,20,.429,14.0,16,19,96.1,97.5
Miami Heat,21,15,.583,—,23,13,99.5,95.7
Washington Wizards,14,19,.424,5.5,16,17,100.4,101.1
Orlando Magic,13,20,.394,6.5,12,21,91.2,94.6
Charlotte Bobcats,11,24,.314,9.5,14,21,96.1,99.0
Atlanta Hawks,9,24,.273,10.5,10,23,94.2,100.4
Utah Jazz,19,17,.528,—,15,21,89.4,91.3
Denver Nuggets,18,18,.500,1.0,20,16,101.2,99.7
Minnesota Timberwolves,16,17,.485,1.5,18,15,91.2,89.9
Seattle SuperSonics,15,20,.429,3.5,13,22,101.4,105.2
Portland Trail Blazers,11,24,.314,7.5,8,27,87.8,95.9
Phoenix Suns,23,12,.657,—,25,10,105.1,98.2
Los Angeles Lakers,19,17,.528,4.5,21,15,97.2,95.0
Los Angeles Clippers,18,14,.563,3.5,17,15,96.8,96.3
Golden State Warriors,17,18,.486,6.0,16,19,99.1,100.3
Sacramento Kings,14,20,.412,8.5,15,19,98.9,100.2
San Antonio Spurs,27,9,.750,—,26,10,95.3,89.1
Dallas Mavericks,26,10,.722,1.0,23,13,99.1,95.1
Memphis Grizzlies,22,11,.667,3.5,21,12,91.4,87.4
New Orleans/Oklahoma City Hornets,15,19,.441,11.0,14,20,91.4,93.9
Houston Rockets,12,22,.353,14.0,14,20,89.3,91.7
