Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,8,0,1.000,—,7,1,102.8,87.6
Toronto Raptors,5,4,.556,3.5,6,3,99.1,94.2
New Jersey Nets,4,6,.400,5.0,2,8,85.7,93.7
Philadelphia 76ers,3,6,.333,5.5,4,5,89.1,91.9
New York Knicks,2,7,.222,6.5,3,6,97.8,104.1
Detroit Pistons,6,3,.667,—,6,3,99.8,94.6
Cleveland Cavaliers,5,5,.500,1.5,4,6,99.6,102.7
Milwaukee Bucks,4,4,.500,1.5,3,5,94.4,96.6
Indiana Pacers,4,6,.400,2.5,4,6,100.3,103.0
Chicago Bulls,2,6,.250,3.5,2,6,89.1,95.3
Orlando Magic,8,2,.800,—,7,3,102.7,95.0
Charlotte Bobcats,5,4,.556,2.5,3,6,90.7,93.9
Washington Wizards,4,5,.444,3.5,4,5,96.7,97.8
Atlanta Hawks,3,6,.333,4.5,4,5,98.7,101.8
Miami Heat,2,8,.200,6.0,3,7,86.0,90.8
Denver Nuggets,7,3,.700,—,8,2,109.0,99.9
Utah Jazz,7,4,.636,0.5,7,4,107.1,102.2
Portland Trail Blazers,4,6,.400,3.0,3,7,93.7,98.3
Seattle SuperSonics,2,9,.182,5.5,3,8,99.4,107.4
Minnesota Timberwolves,1,7,.125,5.0,2,6,94.0,102.8
Phoenix Suns,8,2,.800,—,7,3,107.0,100.4
Los Angeles Lakers,5,3,.625,2.0,5,3,103.8,100.1
Los Angeles Clippers,5,4,.556,2.5,4,5,96.9,99.6
Sacramento Kings,3,6,.333,4.5,2,7,98.4,105.6
Golden State Warriors,1,6,.143,5.5,2,5,109.3,116.3
New Orleans Hornets,9,2,.818,—,9,2,99.5,90.5
San Antonio Spurs,8,2,.800,0.5,8,2,97.4,89.9
Dallas Mavericks,7,2,.778,1.0,7,2,103.3,95.8
Houston Rockets,6,5,.545,3.0,6,5,94.9,93.5
Memphis Grizzlies,2,7,.222,6.0,3,6,104.0,108.9
