Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,43,31,.581,—,44,30,89.6,87.2
Miami Heat,37,38,.493,6.5,38,37,90.0,89.9
New York Knicks,35,40,.467,8.5,34,41,92.0,93.3
Boston Celtics,34,41,.453,9.5,34,41,94.7,95.9
Philadelphia 76ers,32,44,.421,12.0,32,44,88.2,90.3
Washington Wizards,23,52,.307,20.5,23,52,92.0,97.4
Orlando Magic,19,57,.250,25.0,20,56,94.5,101.5
Indiana Pacers,55,20,.733,—,53,22,91.3,85.8
Detroit Pistons,48,27,.640,7.0,53,22,90.1,84.8
Milwaukee Bucks,37,38,.493,18.0,40,35,98.1,97.3
New Orleans Hornets,37,38,.493,18.0,37,38,91.8,92.1
Cleveland Cavaliers,32,42,.432,22.5,30,44,93.2,95.7
Toronto Raptors,30,44,.405,24.5,29,45,85.6,88.5
Atlanta Hawks,24,51,.320,31.0,23,52,91.2,96.7
Chicago Bulls,21,54,.280,34.0,21,54,89.1,95.4
Minnesota Timberwolves,52,24,.684,—,51,25,94.4,89.6
San Antonio Spurs,50,25,.667,1.5,56,19,91.6,85.0
Memphis Grizzlies,48,26,.649,3.0,45,29,97.2,94.1
Dallas Mavericks,47,28,.627,4.5,48,27,104.8,100.5
Houston Rockets,42,32,.568,9.0,43,31,89.2,87.2
Utah Jazz,39,36,.520,12.5,35,40,88.7,89.7
Denver Nuggets,39,37,.513,13.0,41,35,97.0,96.1
Los Angeles Lakers,52,23,.693,—,49,26,98.5,94.1
Sacramento Kings,52,23,.693,—,51,24,103.5,98.2
Portland Trail Blazers,39,36,.520,13.0,35,40,91.2,92.2
Seattle SuperSonics,34,41,.453,18.0,35,40,96.7,97.6
Golden State Warriors,33,41,.446,18.5,35,39,93.0,93.5
Los Angeles Clippers,27,49,.355,25.5,27,49,95.1,99.1
Phoenix Suns,26,49,.347,26.0,28,47,94.0,97.7
