Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,33,16,.673,—,33,16,106.1,101.0
Brooklyn Nets,19,28,.404,13.0,17,30,95.8,99.6
Boston Celtics,16,30,.348,15.5,20,26,100.9,103.0
New York Knicks,10,38,.208,22.5,12,36,92.7,100.2
Philadelphia 76ers,10,39,.204,23.0,8,41,89.5,101.1
Chicago Bulls,30,19,.612,—,28,21,102.1,99.9
Cleveland Cavaliers,30,20,.600,0.5,29,21,101.7,99.1
Milwaukee Bucks,26,22,.542,3.5,27,21,98.4,96.6
Detroit Pistons,18,30,.375,11.5,20,28,97.9,100.0
Indiana Pacers,17,32,.347,13.0,21,28,95.0,97.0
Atlanta Hawks,40,9,.816,—,35,14,103.3,96.5
Washington Wizards,31,18,.633,9.0,28,21,99.9,98.0
Miami Heat,21,26,.447,18.0,18,29,92.4,95.9
Charlotte Hornets,21,27,.438,18.5,20,28,94.8,96.9
Orlando Magic,15,36,.294,26.0,15,36,95.8,102.1
Portland Trail Blazers,32,16,.667,—,32,16,102.4,97.3
Oklahoma City Thunder,24,24,.500,8.0,26,22,99.2,98.3
Denver Nuggets,19,29,.396,13.0,19,29,100.6,104.0
Utah Jazz,17,30,.362,14.5,19,28,95.9,98.4
Minnesota Timberwolves,8,40,.167,24.0,10,38,97.3,106.7
Golden State Warriors,37,8,.822,—,37,8,110.8,99.6
Los Angeles Clippers,33,16,.673,6.0,35,14,106.7,99.7
Phoenix Suns,28,22,.560,11.5,28,22,106.6,104.9
Sacramento Kings,17,29,.370,20.5,18,28,101.4,104.3
Los Angeles Lakers,13,35,.271,25.5,14,34,99.2,105.9
Memphis Grizzlies,36,12,.750,—,32,16,101.3,96.1
Houston Rockets,33,15,.688,3.0,30,18,102.7,99.0
Dallas Mavericks,33,17,.660,4.0,34,16,106.8,101.0
San Antonio Spurs,30,18,.625,6.0,30,18,101.0,97.3
New Orleans Pelicans,26,22,.542,10.0,26,22,100.5,99.1
