Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,34,15,.694,—,32,17,110.0,104.8
Boston Celtics,33,18,.647,2.0,30,21,108.3,105.6
Washington Wizards,30,20,.600,4.5,29,21,107.0,104.7
Toronto Raptors,31,21,.596,4.5,34,18,109.1,104.5
Atlanta Hawks,30,21,.588,5.0,25,26,103.9,103.9
Indiana Pacers,28,22,.560,6.5,25,25,105.8,105.6
Chicago Bulls,25,26,.490,10.0,26,25,102.4,102.0
Charlotte Hornets,23,28,.451,12.0,27,24,105.1,104.3
Detroit Pistons,23,28,.451,12.0,24,27,101.1,102.0
Milwaukee Bucks,22,28,.440,12.5,25,25,105.3,105.1
New York Knicks,22,30,.423,13.5,21,31,105.8,108.6
Miami Heat,21,30,.412,14.0,23,28,100.4,101.9
Orlando Magic,20,33,.377,16.0,17,36,99.6,105.4
Philadelphia 76ers,18,32,.360,16.5,15,35,100.5,106.4
Brooklyn Nets,9,42,.176,26.0,12,39,105.1,114.2
Golden State Warriors,43,8,.843,—,43,8,118.2,105.3
San Antonio Spurs,39,11,.780,3.5,38,12,107.6,98.9
Houston Rockets,37,17,.685,7.5,36,18,114.1,108.3
Utah Jazz,32,19,.627,11.0,33,18,99.5,95.4
Los Angeles Clippers,31,20,.608,12.0,31,20,108.3,104.7
Memphis Grizzlies,31,22,.585,13.0,28,25,100.7,99.8
Oklahoma City Thunder,30,22,.577,13.5,26,26,105.8,105.5
Denver Nuggets,22,28,.440,20.5,23,27,110.2,111.8
Portland Trail Blazers,22,30,.423,21.5,22,30,107.5,109.8
Dallas Mavericks,20,30,.400,22.5,21,29,97.6,100.1
Sacramento Kings,20,31,.392,23.0,21,30,103.1,106.1
New Orleans Pelicans,19,32,.373,24.0,20,31,103.2,106.4
Minnesota Timberwolves,19,32,.373,24.0,23,28,104.0,105.4
Los Angeles Lakers,17,36,.321,27.0,16,37,104.1,110.3
Phoenix Suns,16,35,.314,27.0,16,35,106.6,112.6
