Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,21,11,.656,—,20,12,95.2,91.8
Boston Celtics,20,12,.625,1.0,19,13,95.1,92.6
Washington Wizards,17,14,.548,3.5,16,15,91.4,91.0
Orlando Magic,17,18,.486,5.5,20,15,100.5,98.2
New York Knicks,14,18,.438,7.0,13,19,89.6,91.7
Philadelphia 76ers,14,19,.424,7.5,17,16,87.6,87.5
Miami Heat,8,23,.258,12.5,10,21,83.6,87.9
Indiana Pacers,20,15,.571,—,19,16,97.4,96.5
Milwaukee Bucks,18,13,.581,—,16,15,95.9,95.7
Toronto Raptors,18,15,.545,1.0,16,17,92.8,92.9
Detroit Pistons,16,15,.516,2.0,17,14,94.0,92.5
Charlotte Hornets,14,18,.438,4.5,13,19,94.0,96.6
Cleveland Cavaliers,13,20,.394,6.0,13,20,92.4,95.7
Atlanta Hawks,12,20,.375,6.5,10,22,94.7,99.8
Chicago Bulls,6,26,.188,12.5,6,26,85.1,95.1
San Antonio Spurs,23,8,.742,—,24,7,100.5,92.6
Minnesota Timberwolves,23,9,.719,0.5,23,9,101.2,94.6
Dallas Mavericks,22,11,.667,2.0,21,12,103.1,99.3
Utah Jazz,17,16,.515,7.0,17,16,96.6,95.9
Denver Nuggets,10,21,.323,13.0,11,20,92.8,97.0
Houston Rockets,10,23,.303,14.0,10,23,90.5,95.7
Memphis Grizzlies,9,24,.273,15.0,9,24,89.8,96.3
Los Angeles Lakers,24,6,.800,—,24,6,100.8,91.2
Sacramento Kings,26,9,.743,0.5,25,10,102.5,95.9
Los Angeles Clippers,18,15,.545,7.5,19,14,95.9,94.2
Phoenix Suns,18,16,.529,8.0,18,16,98.6,97.4
Seattle SuperSonics,17,16,.515,8.5,17,16,97.5,96.8
Portland Trail Blazers,14,18,.438,11.0,14,18,93.4,94.9
Golden State Warriors,12,22,.353,14.0,11,23,94.4,99.2
