Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,19,6,.760,—,18,7,110.4,102.6
Toronto Raptors,19,8,.704,1.0,21,6,112.1,103.0
Boston Celtics,15,12,.556,5.0,15,12,104.0,102.3
Charlotte Hornets,15,13,.536,5.5,16,12,103.9,102.1
Indiana Pacers,15,14,.517,6.0,13,16,104.3,105.8
Chicago Bulls,14,13,.519,6.0,16,11,101.6,99.3
New York Knicks,14,13,.519,6.0,11,16,104.8,107.9
Atlanta Hawks,14,14,.500,6.5,12,16,102.6,104.4
Milwaukee Bucks,13,12,.520,6.0,14,11,103.8,101.9
Detroit Pistons,14,16,.467,7.5,16,14,98.4,97.4
Washington Wizards,12,15,.444,8.0,12,15,105.3,106.4
Orlando Magic,12,17,.414,9.0,9,20,96.8,101.9
Miami Heat,9,19,.321,11.5,11,17,97.3,100.4
Brooklyn Nets,7,19,.269,12.5,7,19,106.7,114.3
Philadelphia 76ers,7,20,.259,13.0,7,20,98.3,105.7
Golden State Warriors,24,4,.857,—,23,5,117.9,105.0
San Antonio Spurs,22,5,.815,1.5,19,8,104.1,97.8
Houston Rockets,21,7,.750,3.0,20,8,113.1,105.8
Los Angeles Clippers,20,8,.714,4.0,21,7,109.6,101.6
Utah Jazz,18,10,.643,6.0,19,9,100.2,94.6
Memphis Grizzlies,18,11,.621,6.5,14,15,96.4,96.7
Oklahoma City Thunder,16,12,.571,8.0,15,13,106.0,104.9
Portland Trail Blazers,13,16,.448,11.5,11,18,109.4,113.0
Denver Nuggets,12,16,.429,12.0,13,15,107.7,109.4
Los Angeles Lakers,11,19,.367,14.0,9,21,104.4,110.5
Sacramento Kings,10,17,.370,13.5,11,16,101.5,104.0
New Orleans Pelicans,9,20,.310,15.5,10,19,102.6,107.3
Minnesota Timberwolves,8,19,.296,15.5,11,16,104.3,106.9
Phoenix Suns,8,20,.286,16.0,8,20,106.4,113.1
Dallas Mavericks,7,21,.250,17.0,8,20,94.1,100.2
