Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,23,7,.767,—,22,8,110.1,103.0
Toronto Raptors,22,8,.733,1.0,23,7,111.4,102.4
Boston Celtics,19,13,.594,5.0,18,14,105.4,103.3
Charlotte Hornets,17,14,.548,6.5,18,13,104.7,102.7
New York Knicks,16,14,.533,7.0,13,17,105.6,107.9
Atlanta Hawks,15,16,.484,8.5,13,18,101.8,104.1
Chicago Bulls,15,16,.484,8.5,16,15,100.6,99.8
Indiana Pacers,15,17,.469,9.0,14,18,103.8,105.8
Detroit Pistons,15,18,.455,9.5,17,16,98.7,97.9
Orlando Magic,15,18,.455,9.5,12,21,98.7,102.5
Milwaukee Bucks,14,15,.483,8.5,16,13,104.5,102.7
Washington Wizards,14,16,.467,9.0,14,16,105.1,106.5
Miami Heat,10,22,.313,14.0,13,19,98.4,101.6
Brooklyn Nets,8,22,.267,15.0,8,22,106.6,114.8
Philadelphia 76ers,7,23,.233,16.0,8,22,98.7,106.2
Golden State Warriors,27,5,.844,—,27,5,117.2,104.3
San Antonio Spurs,25,6,.806,1.5,22,9,104.6,97.9
Houston Rockets,24,9,.727,3.5,24,9,113.8,106.4
Los Angeles Clippers,22,11,.667,5.5,24,9,108.7,101.6
Oklahoma City Thunder,20,12,.625,7.0,18,14,107.0,104.8
Memphis Grizzlies,20,14,.588,8.0,16,18,97.7,98.1
Utah Jazz,19,13,.594,8.0,20,12,99.2,95.3
Sacramento Kings,14,17,.452,12.5,14,17,102.3,104.1
Denver Nuggets,13,18,.419,13.5,14,17,107.5,109.4
Portland Trail Blazers,13,20,.394,14.5,12,21,108.2,112.2
New Orleans Pelicans,12,21,.364,15.5,12,21,102.8,106.6
Los Angeles Lakers,12,23,.343,16.5,11,24,104.4,110.3
Minnesota Timberwolves,10,21,.323,16.5,13,18,103.8,105.9
Phoenix Suns,9,22,.290,17.5,9,22,107.3,114.2
Dallas Mavericks,9,23,.281,18.0,10,22,94.8,100.7
