Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,20,10,.667,—,19,11,95.3,91.6
Boston Celtics,19,11,.633,1.0,18,12,96.3,93.1
Washington Wizards,16,14,.533,4.0,15,15,91.5,91.2
Orlando Magic,15,18,.455,6.5,18,15,99.7,98.0
New York Knicks,13,17,.433,7.0,13,17,89.2,91.4
Philadelphia 76ers,13,18,.419,7.5,16,15,87.6,87.5
Miami Heat,6,23,.207,13.5,8,21,83.1,88.8
Milwaukee Bucks,18,11,.621,—,15,14,96.2,95.3
Indiana Pacers,18,15,.545,2.0,17,16,98.1,97.5
Toronto Raptors,17,14,.548,2.0,16,15,92.6,92.5
Detroit Pistons,15,14,.517,3.0,16,13,93.6,92.3
Charlotte Hornets,13,17,.433,5.5,12,18,93.8,96.7
Cleveland Cavaliers,13,18,.419,6.0,12,19,92.5,95.4
Atlanta Hawks,11,19,.367,7.5,10,20,94.0,99.1
Chicago Bulls,6,24,.200,12.5,5,25,84.3,94.7
San Antonio Spurs,22,7,.759,—,23,6,101.0,92.2
Dallas Mavericks,22,9,.710,1.0,20,11,103.2,98.8
Minnesota Timberwolves,21,9,.700,1.5,21,9,101.1,94.9
Utah Jazz,16,15,.516,7.0,16,15,96.4,95.5
Denver Nuggets,10,20,.333,12.5,10,20,93.2,97.5
Houston Rockets,9,22,.290,14.0,9,22,90.6,96.2
Memphis Grizzlies,9,22,.290,14.0,8,23,89.6,96.0
Sacramento Kings,24,9,.727,—,24,9,101.7,95.2
Los Angeles Lakers,22,6,.786,-0.5,22,6,99.9,91.5
Phoenix Suns,18,14,.563,5.5,19,13,98.6,96.1
Seattle SuperSonics,16,15,.516,7.0,16,15,98.5,97.8
Los Angeles Clippers,16,15,.516,7.0,17,14,96.7,95.0
Portland Trail Blazers,13,18,.419,10.0,13,18,93.3,95.1
Golden State Warriors,12,19,.387,11.0,11,20,94.0,98.4
