Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,22,7,.759,—,21,8,115.7,107.5
Philadelphia 76ers,19,9,.679,2.5,16,12,113.9,111.5
Milwaukee Bucks,18,8,.692,2.5,20,6,118.9,109.1
Indiana Pacers,17,10,.630,4.0,18,9,106.1,101.4
Boston Celtics,16,10,.615,4.5,19,7,110.4,102.8
Detroit Pistons,13,12,.520,7.0,12,13,109.1,110.3
Charlotte Hornets,13,13,.500,7.5,16,10,114.2,110.8
Orlando Magic,12,15,.444,9.0,11,16,104.6,107.9
Miami Heat,11,15,.423,9.5,13,13,108.1,108.5
Washington Wizards,11,16,.407,10.0,10,17,111.6,116.4
Brooklyn Nets,10,18,.357,11.5,12,16,108.7,110.6
New York Knicks,8,20,.286,13.5,9,19,108.4,115.0
Atlanta Hawks,6,20,.231,14.5,6,20,107.9,118.2
Cleveland Cavaliers,6,21,.222,15.0,7,20,103.0,111.4
Chicago Bulls,6,22,.214,15.5,5,23,101.8,112.9
Golden State Warriors,19,9,.679,—,19,9,116.4,110.5
Denver Nuggets,18,9,.667,0.5,19,8,110.0,103.7
Oklahoma City Thunder,17,8,.680,0.5,18,7,111.6,104.7
Los Angeles Clippers,17,10,.630,1.5,15,12,115.3,113.2
Los Angeles Lakers,17,10,.630,1.5,15,12,113.1,110.9
Memphis Grizzlies,15,11,.577,3.0,13,13,103.3,102.8
Portland Trail Blazers,15,12,.556,3.5,15,12,112.0,110.4
Dallas Mavericks,14,11,.560,3.5,14,11,110.1,108.0
Sacramento Kings,14,12,.538,4.0,12,14,114.3,114.9
San Antonio Spurs,14,14,.500,5.0,12,16,110.3,112.4
New Orleans Pelicans,14,15,.483,5.5,16,13,117.4,115.6
Minnesota Timberwolves,13,14,.481,5.5,13,14,109.7,109.9
Utah Jazz,13,15,.464,6.0,13,15,107.3,107.8
Houston Rockets,12,14,.462,6.0,12,14,108.4,109.5
Phoenix Suns,4,24,.143,15.0,5,23,102.2,114.1
