Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,13,12,.520,—,12,13,88.4,88.7
Boston Celtics,13,13,.500,0.5,14,12,95.3,94.7
New Jersey Nets,12,12,.500,0.5,13,11,88.5,87.9
Miami Heat,9,16,.360,4.0,8,17,85.3,89.8
New York Knicks,9,17,.346,4.5,8,18,86.3,91.4
Washington Wizards,8,16,.333,4.5,8,16,90.0,94.5
Orlando Magic,5,21,.192,8.5,7,19,90.9,97.9
Indiana Pacers,19,7,.731,—,18,8,89.2,84.1
New Orleans Hornets,17,9,.654,2.0,14,12,92.4,91.0
Detroit Pistons,15,10,.600,3.5,15,10,89.1,86.4
Toronto Raptors,13,12,.520,5.5,9,16,84.5,87.7
Milwaukee Bucks,12,14,.462,7.0,14,12,95.8,94.5
Chicago Bulls,7,17,.292,11.0,6,18,89.7,97.0
Atlanta Hawks,7,20,.259,12.5,8,19,91.0,96.9
Cleveland Cavaliers,6,19,.240,12.5,9,16,91.0,95.4
San Antonio Spurs,17,10,.630,—,20,7,89.3,83.0
Denver Nuggets,16,9,.640,—,16,9,97.8,94.2
Minnesota Timberwolves,15,9,.625,0.5,16,8,93.4,89.0
Dallas Mavericks,15,9,.625,0.5,16,8,101.7,96.8
Houston Rockets,14,10,.583,1.5,14,10,86.2,84.5
Memphis Grizzlies,14,10,.583,1.5,14,10,95.0,92.7
Utah Jazz,13,12,.520,3.0,13,12,91.6,91.0
Los Angeles Lakers,18,5,.783,—,17,6,102.2,94.8
Sacramento Kings,16,6,.727,1.5,16,6,104.5,97.2
Golden State Warriors,12,11,.522,6.0,13,10,93.3,91.5
Portland Trail Blazers,11,11,.500,6.5,9,13,90.3,93.0
Seattle SuperSonics,11,12,.478,7.0,11,12,95.2,96.1
Los Angeles Clippers,10,11,.476,7.0,9,12,95.4,96.8
Phoenix Suns,9,16,.360,10.0,9,16,92.4,95.8
