Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,13,18,.419,—,12,19,97.3,100.3
New Jersey Nets,13,18,.419,—,14,17,97.4,98.7
New York Knicks,13,20,.394,1.0,13,20,99.1,102.6
Boston Celtics,10,19,.345,2.0,13,16,99.1,100.9
Philadelphia 76ers,8,22,.267,4.5,10,20,94.2,99.4
Chicago Bulls,19,12,.613,—,21,10,100.8,95.6
Detroit Pistons,18,11,.621,—,17,12,97.5,95.0
Cleveland Cavaliers,17,12,.586,1.0,17,12,94.9,92.2
Indiana Pacers,17,15,.531,2.5,14,18,95.0,96.8
Milwaukee Bucks,16,15,.516,3.0,15,16,103.6,103.8
Orlando Magic,18,14,.563,—,17,15,93.4,92.9
Washington Wizards,17,13,.567,—,16,14,107.7,106.6
Miami Heat,13,17,.433,4.0,10,20,93.3,98.3
Atlanta Hawks,9,20,.310,7.5,9,20,93.2,98.5
Charlotte Bobcats,9,21,.300,8.0,9,21,94.4,100.9
Utah Jazz,22,9,.710,—,19,12,101.4,98.2
Denver Nuggets,16,12,.571,4.5,17,11,107.2,104.1
Minnesota Timberwolves,13,15,.464,7.5,14,14,93.6,94.0
Portland Trail Blazers,13,18,.419,9.0,11,20,93.1,97.1
Seattle SuperSonics,13,19,.406,9.5,14,18,99.5,101.0
Phoenix Suns,21,8,.724,—,21,8,111.1,103.9
Los Angeles Lakers,20,11,.645,2.0,19,12,103.6,100.7
Golden State Warriors,16,16,.500,6.5,16,16,105.8,105.9
Los Angeles Clippers,14,16,.467,7.5,13,17,95.5,97.5
Sacramento Kings,13,15,.464,7.5,14,14,100.3,100.0
Dallas Mavericks,24,7,.774,—,22,9,98.3,92.0
San Antonio Spurs,23,8,.742,1.0,25,6,100.4,90.8
Houston Rockets,19,12,.613,5.0,22,9,95.0,89.5
New Orleans/Oklahoma City Hornets,12,18,.400,11.5,10,20,90.3,94.9
Memphis Grizzlies,7,25,.219,17.5,12,20,95.5,99.3
