Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,8,1,.889,—,8,1,102.7,89.4
Toronto Raptors,5,5,.500,3.5,6,4,99.2,95.4
New Jersey Nets,4,7,.364,5.0,2,9,84.7,94.5
Philadelphia 76ers,3,6,.333,5.0,4,5,89.1,91.9
New York Knicks,2,7,.222,6.0,3,6,97.8,104.1
Detroit Pistons,6,4,.600,—,6,4,99.3,95.6
Cleveland Cavaliers,5,5,.500,1.0,4,6,99.6,102.7
Milwaukee Bucks,4,4,.500,1.0,3,5,94.4,96.6
Indiana Pacers,4,6,.400,2.0,4,6,100.3,103.0
Chicago Bulls,2,7,.222,3.5,2,7,87.9,96.4
Orlando Magic,10,2,.833,—,9,3,102.2,95.0
Charlotte Bobcats,6,4,.600,3.0,4,6,91.7,93.7
Washington Wizards,4,5,.444,4.5,4,5,96.7,97.8
Atlanta Hawks,3,6,.333,5.5,4,5,98.7,101.8
Miami Heat,2,8,.200,7.0,3,7,86.0,90.8
Denver Nuggets,7,3,.700,—,8,2,109.0,99.9
Utah Jazz,8,4,.667,—,9,3,106.7,99.9
Portland Trail Blazers,4,7,.364,3.5,4,7,93.5,98.5
Seattle SuperSonics,2,10,.167,6.0,3,9,100.1,108.8
Minnesota Timberwolves,1,7,.125,5.0,2,6,94.0,102.8
Phoenix Suns,8,2,.800,—,7,3,107.0,100.4
Los Angeles Lakers,6,3,.667,1.5,6,3,104.0,97.7
Los Angeles Clippers,5,4,.556,2.5,4,5,96.9,99.6
Sacramento Kings,4,6,.400,4.0,3,7,99.1,104.5
Golden State Warriors,2,6,.250,5.0,3,5,108.9,114.3
San Antonio Spurs,8,2,.800,—,8,2,97.4,89.9
New Orleans Hornets,9,3,.750,—,9,3,98.6,90.8
Dallas Mavericks,7,2,.778,0.5,7,2,103.3,95.8
Houston Rockets,6,5,.545,2.5,6,5,94.9,93.5
Memphis Grizzlies,3,7,.300,5.0,4,6,106.1,108.8
