Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,25,10,.714,—,25,10,114.3,107.6
Milwaukee Bucks,22,10,.688,1.5,24,8,116.9,108.5
Philadelphia 76ers,22,12,.647,2.5,20,14,114.6,111.7
Indiana Pacers,22,12,.647,2.5,23,11,106.1,100.6
Boston Celtics,19,13,.594,4.5,22,10,111.3,104.8
Charlotte Hornets,16,16,.500,7.5,18,14,112.8,110.8
Miami Heat,16,16,.500,7.5,16,16,106.5,106.3
Brooklyn Nets,16,19,.457,9.0,17,18,110.5,111.1
Detroit Pistons,15,16,.484,8.0,14,17,108.4,109.5
Orlando Magic,14,18,.438,9.5,11,21,102.4,107.1
Washington Wizards,13,21,.382,11.5,12,22,113.2,118.0
Atlanta Hawks,9,23,.281,14.5,8,24,108.7,117.9
Chicago Bulls,9,25,.265,15.5,8,26,100.9,110.0
New York Knicks,9,25,.265,15.5,10,24,108.6,115.9
Cleveland Cavaliers,8,26,.235,16.5,8,26,102.8,111.6
Golden State Warriors,23,11,.676,—,22,12,116.0,111.1
Denver Nuggets,21,10,.677,0.5,21,10,110.0,104.3
Oklahoma City Thunder,21,11,.656,1.0,22,10,112.0,105.6
Los Angeles Clippers,19,14,.576,3.5,17,16,115.6,114.6
Portland Trail Blazers,19,14,.576,3.5,17,16,111.4,110.7
Los Angeles Lakers,19,14,.576,3.5,18,15,112.8,111.3
Sacramento Kings,18,15,.545,4.5,15,18,115.1,116.4
San Antonio Spurs,18,16,.529,5.0,19,15,111.3,109.5
Houston Rockets,17,15,.531,5.0,17,15,109.2,108.5
Memphis Grizzlies,17,16,.515,5.5,16,17,101.9,102.2
Utah Jazz,16,18,.471,7.0,18,16,106.9,105.9
Dallas Mavericks,15,17,.469,7.0,17,15,110.7,109.9
Minnesota Timberwolves,15,18,.455,7.5,16,17,110.9,111.6
New Orleans Pelicans,15,19,.441,8.0,18,16,116.3,115.4
Phoenix Suns,8,26,.235,15.0,8,26,104.6,113.4
