Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,2,1,.667,—,2,1,93.3,92.0
New Jersey Nets,2,1,.667,—,1,2,95.0,99.7
Toronto Raptors,1,1,.500,0.5,2,0,97.0,89.5
New York Knicks,1,2,.333,1.0,1,2,98.0,99.3
Philadelphia 76ers,0,3,.000,2.0,1,2,91.3,100.0
Indiana Pacers,2,1,.667,—,2,1,104.0,103.0
Chicago Bulls,1,1,.500,0.5,1,1,98.0,98.5
Cleveland Cavaliers,1,2,.333,1.0,1,2,93.3,98.3
Milwaukee Bucks,1,2,.333,1.0,1,2,91.3,93.0
Detroit Pistons,0,3,.000,2.0,1,2,97.7,102.3
Atlanta Hawks,3,0,1.000,—,2,1,107.3,100.0
Miami Heat,3,1,.750,0.5,4,0,93.5,80.8
Orlando Magic,1,1,.500,1.5,1,1,91.0,89.5
Washington Wizards,0,2,.000,2.5,0,2,89.0,105.5
Charlotte Bobcats,0,3,.000,3.0,1,2,91.7,101.0
Portland Trail Blazers,3,0,1.000,—,2,1,101.3,91.7
Oklahoma City Thunder,2,1,.667,1.0,1,2,103.3,106.3
Denver Nuggets,2,1,.667,1.0,2,1,104.0,94.3
Minnesota Timberwolves,1,2,.333,2.0,1,2,100.3,103.7
Utah Jazz,1,2,.333,2.0,1,2,100.7,106.3
Los Angeles Lakers,3,0,1.000,—,2,1,111.0,99.7
Golden State Warriors,2,1,.667,1.0,1,2,108.0,108.7
Sacramento Kings,2,1,.667,1.0,1,2,108.0,108.7
Phoenix Suns,1,2,.333,2.0,1,2,102.7,104.7
Los Angeles Clippers,0,3,.000,3.0,0,3,87.3,102.0
New Orleans Hornets,3,0,1.000,—,2,1,98.3,92.0
Dallas Mavericks,2,1,.667,1.0,2,1,96.7,86.7
Memphis Grizzlies,2,1,.667,1.0,2,1,101.3,99.3
San Antonio Spurs,1,1,.500,1.5,1,1,106.0,104.0
Houston Rockets,0,3,.000,3.0,1,2,110.7,117.0
