Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,16,16,.500,—,18,14,99.0,97.5
Brooklyn Nets,13,21,.382,4.0,12,22,96.4,101.1
Boston Celtics,13,21,.382,4.0,14,20,94.6,97.3
Philadelphia 76ers,12,22,.353,5.0,9,25,103.0,111.1
New York Knicks,11,22,.333,5.5,12,21,95.1,98.8
Indiana Pacers,27,6,.818,—,26,7,97.6,88.6
Chicago Bulls,14,18,.438,12.5,15,17,91.3,92.2
Detroit Pistons,14,20,.412,13.5,13,21,99.4,102.5
Cleveland Cavaliers,11,23,.324,16.5,10,24,95.0,100.8
Milwaukee Bucks,7,26,.212,20.0,8,25,92.8,100.5
Miami Heat,26,8,.765,—,24,10,104.8,98.2
Atlanta Hawks,18,17,.514,8.5,19,16,102.1,100.8
Charlotte Bobcats,15,20,.429,11.5,14,21,93.2,95.8
Washington Wizards,14,17,.452,10.5,14,17,98.4,100.0
Orlando Magic,10,24,.294,16.0,12,22,95.9,100.3
Oklahoma City Thunder,27,7,.794,—,26,8,106.0,97.9
Portland Trail Blazers,26,8,.765,1.0,24,10,108.7,102.6
Minnesota Timberwolves,17,17,.500,10.0,22,12,107.4,102.6
Denver Nuggets,16,17,.485,10.5,16,17,101.4,101.9
Utah Jazz,11,25,.306,17.0,9,27,93.0,100.7
Los Angeles Clippers,24,13,.649,—,25,12,104.6,99.6
Golden State Warriors,23,13,.639,0.5,24,12,103.6,98.8
Phoenix Suns,20,12,.625,1.5,19,13,103.7,100.5
Los Angeles Lakers,14,20,.412,8.5,12,22,99.7,104.2
Sacramento Kings,10,22,.313,11.5,12,20,100.6,104.5
San Antonio Spurs,26,8,.765,—,25,9,104.4,96.6
Houston Rockets,22,13,.629,4.5,21,14,105.6,102.5
Dallas Mavericks,19,15,.559,7.0,19,15,102.9,101.5
New Orleans Pelicans,15,17,.469,10.0,16,16,102.3,102.8
Memphis Grizzlies,15,18,.455,10.5,15,18,95.7,97.1
