Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,13,12,.520,—,13,12,102.4,101.2
New Jersey Nets,11,12,.478,1.0,11,12,95.6,96.1
Boston Celtics,10,14,.417,2.5,10,14,96.4,99.2
New York Knicks,6,17,.261,6.0,8,15,92.8,97.5
Toronto Raptors,5,20,.200,8.0,6,19,95.4,103.4
Detroit Pistons,19,3,.864,—,17,5,100.2,91.7
Indiana Pacers,14,8,.636,5.0,14,8,93.5,89.3
Cleveland Cavaliers,13,9,.591,6.0,14,8,101.9,98.4
Milwaukee Bucks,13,9,.591,6.0,10,12,97.2,98.7
Chicago Bulls,12,11,.522,7.5,11,12,96.2,97.1
Miami Heat,14,11,.560,—,15,10,97.6,95.0
Orlando Magic,9,13,.409,3.5,8,14,87.8,91.4
Washington Wizards,9,14,.391,4.0,11,12,99.1,99.3
Charlotte Bobcats,7,18,.280,7.0,10,15,96.1,99.0
Atlanta Hawks,6,17,.261,7.0,7,16,93.7,99.7
Minnesota Timberwolves,12,10,.545,—,14,8,93.0,89.7
Denver Nuggets,12,13,.480,1.5,13,12,97.6,96.8
Seattle SuperSonics,11,12,.478,1.5,9,14,101.7,104.6
Utah Jazz,11,13,.458,2.0,10,14,87.8,89.9
Portland Trail Blazers,7,16,.304,5.5,4,19,86.6,95.8
Los Angeles Clippers,15,8,.652,—,14,9,97.5,94.7
Phoenix Suns,14,9,.609,1.0,16,7,102.0,96.3
Golden State Warriors,14,11,.560,2.0,13,12,99.1,98.2
Los Angeles Lakers,13,11,.542,2.5,13,11,95.7,94.2
Sacramento Kings,10,15,.400,6.0,12,13,99.0,99.2
San Antonio Spurs,19,5,.792,—,17,7,96.0,89.6
Dallas Mavericks,18,6,.750,1.0,16,8,99.0,94.0
Memphis Grizzlies,14,9,.609,4.5,15,8,89.8,86.3
New Orleans/Oklahoma City Hornets,11,13,.458,8.0,10,14,91.6,93.9
Houston Rockets,10,13,.435,8.5,11,12,88.4,89.2
