Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,6,3,.667,—,4,5,103.9,104.1
New Jersey Nets,4,4,.500,1.5,4,4,96.0,96.8
Boston Celtics,3,5,.375,2.5,3,5,97.9,100.0
New York Knicks,2,6,.250,3.5,3,5,86.6,89.8
Toronto Raptors,0,8,.000,5.5,1,7,97.1,109.1
Detroit Pistons,7,0,1.000,—,6,1,102.7,89.4
Cleveland Cavaliers,6,2,.750,1.5,6,2,102.4,93.6
Milwaukee Bucks,5,2,.714,2.0,4,3,101.9,101.7
Indiana Pacers,4,3,.571,3.0,3,4,99.0,99.4
Chicago Bulls,3,4,.429,4.0,3,4,95.1,98.1
Miami Heat,5,3,.625,—,5,3,98.0,94.6
Washington Wizards,5,3,.625,—,6,2,101.6,95.8
Orlando Magic,3,4,.429,1.5,3,4,84.4,87.6
Charlotte Bobcats,3,6,.333,2.5,5,4,98.3,97.4
Atlanta Hawks,0,8,.000,5.0,1,7,87.5,98.5
Minnesota Timberwolves,4,4,.500,—,5,3,95.1,92.4
Portland Trail Blazers,3,3,.500,—,2,4,86.7,91.7
Denver Nuggets,4,5,.444,0.5,5,4,94.7,92.0
Utah Jazz,4,5,.444,0.5,3,6,88.0,91.7
Seattle SuperSonics,3,5,.375,1.0,1,7,98.5,109.5
Los Angeles Clippers,6,2,.750,—,5,3,99.0,94.0
Golden State Warriors,5,4,.556,1.5,6,3,93.7,90.4
Los Angeles Lakers,4,4,.500,2.0,4,4,93.9,94.8
Phoenix Suns,3,4,.429,2.5,4,3,107.4,105.9
Sacramento Kings,3,5,.375,3.0,3,5,96.0,98.8
San Antonio Spurs,7,2,.778,—,7,2,97.0,89.1
Dallas Mavericks,6,2,.750,0.5,5,3,96.3,93.3
Memphis Grizzlies,6,3,.667,1.0,6,3,92.4,89.4
Houston Rockets,3,5,.375,3.5,3,5,86.9,89.0
New Orleans/Oklahoma City Hornets,2,5,.286,4.0,3,4,91.4,93.9
