Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,15,7,.682,—,17,5,98.1,90.1
Philadelphia 76ers,15,7,.682,—,14,8,95.0,91.5
Boston Celtics,14,7,.667,0.5,12,9,97.0,94.8
Orlando Magic,12,11,.522,3.5,10,13,98.5,100.4
Washington Wizards,9,12,.429,5.5,11,10,90.3,89.1
New York Knicks,6,13,.316,7.5,8,11,92.6,95.3
Miami Heat,5,16,.238,9.5,5,16,82.8,89.5
Indiana Pacers,16,5,.762,—,15,6,98.3,92.7
New Orleans Hornets,15,7,.682,1.5,14,8,95.5,91.4
Detroit Pistons,13,7,.650,2.5,12,8,86.5,83.9
Atlanta Hawks,10,11,.476,6.0,10,11,96.3,97.5
Milwaukee Bucks,9,12,.429,7.0,11,10,99.8,99.3
Toronto Raptors,7,14,.333,9.0,6,15,88.5,95.0
Chicago Bulls,6,15,.286,10.0,6,15,93.4,100.4
Cleveland Cavaliers,4,19,.174,13.0,4,19,88.8,100.3
Dallas Mavericks,19,3,.864,—,19,3,105.5,93.5
Houston Rockets,12,8,.600,6.0,13,7,90.5,87.3
San Antonio Spurs,13,9,.591,6.0,14,8,92.1,88.0
Utah Jazz,12,9,.571,6.5,13,8,94.5,91.1
Minnesota Timberwolves,12,10,.545,7.0,10,12,95.0,96.1
Denver Nuggets,6,16,.273,13.0,5,17,79.8,87.6
Memphis Grizzlies,5,18,.217,14.5,7,16,94.0,100.2
Sacramento Kings,18,6,.750,—,18,6,99.3,92.0
Seattle SuperSonics,12,10,.545,5.0,12,10,94.5,93.7
Phoenix Suns,11,10,.524,5.5,9,12,87.9,89.8
Portland Trail Blazers,10,10,.500,6.0,12,8,90.3,88.3
Los Angeles Clippers,9,13,.409,8.0,9,13,93.3,96.4
Los Angeles Lakers,9,14,.391,8.5,10,13,94.6,96.7
Golden State Warriors,8,13,.381,8.5,10,11,99.2,99.8
