Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,19,7,.731,—,18,8,102.9,96.7
Brooklyn Nets,13,12,.520,5.5,14,11,95.3,94.0
Boston Celtics,13,13,.500,6.0,12,14,97.2,97.8
Philadelphia 76ers,13,14,.481,6.5,11,16,93.4,96.3
Toronto Raptors,9,19,.321,11.0,10,18,96.1,100.4
Indiana Pacers,16,12,.571,—,16,12,91.5,89.9
Chicago Bulls,15,11,.577,—,15,11,92.8,91.0
Milwaukee Bucks,14,12,.538,1.0,12,14,95.1,96.5
Detroit Pistons,9,21,.300,8.0,13,17,93.6,95.7
Cleveland Cavaliers,6,23,.207,10.5,9,20,93.9,99.7
Miami Heat,18,6,.750,—,17,7,103.5,97.4
Atlanta Hawks,16,9,.640,2.5,14,11,96.0,93.8
Orlando Magic,12,14,.462,7.0,12,14,92.7,94.2
Charlotte Bobcats,7,20,.259,12.5,6,21,96.3,105.0
Washington Wizards,3,22,.120,15.5,5,20,88.8,97.3
Oklahoma City Thunder,21,5,.808,—,20,6,105.1,96.2
Denver Nuggets,15,13,.536,7.0,16,12,102.0,100.3
Utah Jazz,14,14,.500,8.0,13,15,98.6,99.2
Minnesota Timberwolves,13,11,.542,7.0,13,11,95.7,94.4
Portland Trail Blazers,13,12,.520,7.5,11,14,97.2,99.4
Los Angeles Clippers,20,6,.769,—,20,6,101.1,92.2
Golden State Warriors,18,10,.643,3.0,16,12,101.8,100.2
Los Angeles Lakers,13,14,.481,7.5,16,11,102.6,99.9
Phoenix Suns,11,16,.407,9.5,11,16,98.1,100.8
Sacramento Kings,8,18,.308,12.0,7,19,95.4,101.8
San Antonio Spurs,20,8,.714,—,20,8,104.2,97.8
Memphis Grizzlies,18,7,.720,0.5,17,8,95.9,90.5
Houston Rockets,14,12,.538,5.0,15,11,105.4,103.4
Dallas Mavericks,12,15,.444,7.5,11,16,99.3,101.5
New Orleans Hornets,5,22,.185,14.5,7,20,91.0,97.5
