Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,37,11,.771,—,36,12,98.8,91.5
New York Knicks,25,23,.521,12.0,24,24,106.5,106.2
Philadelphia 76ers,22,26,.458,15.0,25,23,97.8,97.2
New Jersey Nets,15,35,.300,23.0,15,35,92.8,98.7
Toronto Raptors,13,37,.260,25.0,15,35,99.0,105.0
Chicago Bulls,34,14,.708,—,34,14,98.3,91.9
Indiana Pacers,19,27,.413,14.0,21,25,98.3,99.4
Milwaukee Bucks,19,29,.396,15.0,21,27,91.6,93.2
Detroit Pistons,17,32,.347,17.5,17,32,94.9,99.4
Cleveland Cavaliers,8,41,.163,26.5,8,41,93.8,105.4
Miami Heat,35,14,.714,—,37,12,101.7,94.0
Atlanta Hawks,31,18,.633,4.0,28,21,97.3,95.3
Orlando Magic,31,19,.620,4.5,34,16,100.3,94.8
Charlotte Bobcats,21,27,.438,13.5,19,29,93.5,96.5
Washington Wizards,13,35,.271,21.5,14,34,96.9,103.2
Oklahoma City Thunder,31,17,.646,—,27,21,104.2,102.5
Denver Nuggets,29,20,.592,2.5,30,19,107.6,104.3
Utah Jazz,29,21,.580,3.0,25,25,99.4,99.1
Portland Trail Blazers,26,23,.531,5.5,25,24,95.4,95.2
Minnesota Timberwolves,11,37,.229,20.0,15,33,102.8,108.4
Los Angeles Lakers,34,16,.680,—,36,14,103.3,96.6
Phoenix Suns,23,24,.489,9.5,22,25,105.1,106.3
Golden State Warriors,21,27,.438,12.0,19,29,103.3,106.2
Los Angeles Clippers,19,29,.396,14.0,20,28,99.3,101.5
Sacramento Kings,12,34,.261,20.0,16,30,97.1,101.8
San Antonio Spurs,41,8,.837,—,36,13,103.7,96.8
Dallas Mavericks,33,15,.688,7.5,29,19,97.5,94.5
New Orleans Hornets,32,19,.627,10.0,31,20,94.8,91.9
Memphis Grizzlies,26,24,.520,15.5,27,23,99.5,98.1
Houston Rockets,23,28,.451,19.0,26,25,105.0,104.9
