Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,8,12,.400,—,8,12,93.8,96.8
Philadelphia 76ers,7,12,.368,0.5,6,13,104.2,110.8
Toronto Raptors,6,11,.353,0.5,8,9,97.3,98.2
Brooklyn Nets,5,13,.278,2.0,5,13,95.3,102.8
New York Knicks,3,13,.188,3.0,5,11,92.8,99.1
Indiana Pacers,17,2,.895,—,16,3,97.6,87.5
Detroit Pistons,9,10,.474,8.0,9,10,99.9,100.0
Chicago Bulls,7,9,.438,8.5,8,8,94.6,94.6
Cleveland Cavaliers,6,12,.333,10.5,5,13,92.8,100.1
Milwaukee Bucks,3,15,.167,13.5,4,14,90.3,99.6
Miami Heat,14,4,.778,—,14,4,104.1,96.1
Atlanta Hawks,10,10,.500,5.0,10,10,99.2,99.6
Washington Wizards,9,9,.500,5.0,9,9,99.1,99.7
Charlotte Bobcats,8,11,.421,6.5,7,12,88.8,91.7
Orlando Magic,6,12,.333,8.0,7,11,99.8,102.3
Portland Trail Blazers,16,3,.842,—,13,6,105.0,99.9
Oklahoma City Thunder,13,4,.765,2.0,11,6,103.7,99.6
Denver Nuggets,11,7,.611,4.5,11,7,104.3,101.5
Minnesota Timberwolves,9,10,.474,7.0,12,7,105.9,101.8
Utah Jazz,4,16,.200,12.5,4,16,91.2,100.1
Los Angeles Clippers,12,7,.632,—,12,7,105.9,102.1
Golden State Warriors,11,8,.579,1.0,12,7,103.4,99.7
Phoenix Suns,10,9,.526,2.0,10,9,100.9,99.6
Los Angeles Lakers,9,9,.500,2.5,8,10,101.1,102.9
Sacramento Kings,4,12,.250,6.5,6,10,96.9,100.6
San Antonio Spurs,15,3,.833,—,14,4,101.9,92.1
Houston Rockets,13,7,.650,3.0,13,7,108.1,102.8
Dallas Mavericks,12,8,.600,4.0,11,9,103.5,101.7
Memphis Grizzlies,9,8,.529,5.5,8,9,94.5,95.6
New Orleans Pelicans,9,9,.500,6.0,10,8,103.4,101.8
