Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,7,3,.700,—,9,1,99.3,85.5
New York Knicks,6,4,.600,1.0,6,4,95.3,93.7
Boston Celtics,4,5,.444,2.5,4,5,91.9,92.0
Toronto Raptors,4,7,.364,3.5,3,8,87.8,92.8
New Jersey Nets,2,9,.182,5.5,2,9,89.5,99.9
Chicago Bulls,10,2,.833,—,10,2,96.0,85.8
Indiana Pacers,7,3,.700,2.0,6,4,92.6,89.4
Cleveland Cavaliers,4,5,.444,4.5,4,5,95.9,96.0
Milwaukee Bucks,3,6,.333,5.5,4,5,93.2,95.0
Detroit Pistons,2,8,.200,7.0,1,9,82.8,94.8
Miami Heat,8,3,.727,—,8,3,106.4,97.7
Orlando Magic,7,3,.700,0.5,7,3,96.4,91.7
Atlanta Hawks,7,4,.636,1.0,8,3,98.2,92.5
Charlotte Bobcats,2,8,.200,5.5,2,8,90.9,101.9
Washington Wizards,1,9,.100,6.5,2,8,83.6,93.8
Oklahoma City Thunder,10,2,.833,—,8,4,100.0,95.9
Portland Trail Blazers,7,3,.700,2.0,7,3,100.1,95.0
Denver Nuggets,7,4,.636,2.5,8,3,103.6,97.5
Utah Jazz,6,4,.600,3.0,4,6,92.3,94.6
Minnesota Timberwolves,3,7,.300,6.0,5,5,95.4,95.1
Los Angeles Lakers,8,4,.667,—,8,4,94.6,89.8
Los Angeles Clippers,5,3,.625,1.0,5,3,98.8,96.5
Phoenix Suns,4,5,.444,2.5,5,4,93.6,92.3
Sacramento Kings,4,7,.364,3.5,2,9,93.4,102.2
Golden State Warriors,3,6,.333,3.5,3,6,92.2,97.2
San Antonio Spurs,7,4,.636,—,7,4,100.9,96.7
Dallas Mavericks,6,5,.545,1.0,5,6,93.2,93.6
Memphis Grizzlies,3,6,.333,3.0,3,6,91.0,95.1
New Orleans Hornets,3,7,.300,3.5,3,7,87.1,91.4
Houston Rockets,3,7,.300,3.5,3,7,94.2,98.9
