Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,46,29,.613,—,53,22,95.9,90.2
Philadelphia 76ers,45,29,.608,0.5,43,31,97.1,94.7
Boston Celtics,41,34,.547,5.0,37,38,92.9,93.2
Orlando Magic,39,36,.520,7.0,39,36,99.3,98.6
Washington Wizards,34,40,.459,11.5,35,39,91.5,92.3
New York Knicks,33,42,.440,13.0,34,41,95.7,97.1
Miami Heat,23,53,.303,23.5,24,52,85.5,90.4
Detroit Pistons,47,27,.635,—,49,25,91.2,86.8
Indiana Pacers,44,31,.587,3.5,47,28,96.9,93.3
New Orleans Hornets,42,34,.553,6.0,42,34,94.2,92.6
Milwaukee Bucks,37,39,.487,11.0,37,39,99.1,99.3
Atlanta Hawks,29,45,.392,18.0,26,48,93.9,98.2
Chicago Bulls,26,50,.342,22.0,24,52,94.0,99.6
Toronto Raptors,24,50,.324,23.0,23,51,90.9,96.5
Cleveland Cavaliers,14,60,.189,33.0,14,60,91.5,101.8
Dallas Mavericks,56,18,.757,—,57,17,103.4,94.8
San Antonio Spurs,55,20,.733,1.5,52,23,96.2,90.6
Minnesota Timberwolves,47,29,.618,10.0,43,33,97.9,96.3
Utah Jazz,44,30,.595,12.0,45,29,95.1,92.2
Houston Rockets,38,37,.507,18.5,41,34,94.1,92.9
Memphis Grizzlies,26,49,.347,30.5,29,46,97.5,100.8
Denver Nuggets,17,59,.224,40.0,17,59,83.6,91.5
Sacramento Kings,54,22,.711,—,54,22,101.9,95.4
Portland Trail Blazers,46,27,.630,6.5,44,29,95.2,92.4
Los Angeles Lakers,43,31,.581,10.0,42,32,99.3,97.5
Phoenix Suns,39,35,.527,14.0,39,35,94.9,94.3
Seattle SuperSonics,36,38,.486,17.0,37,37,92.2,92.1
Golden State Warriors,36,39,.480,17.5,35,40,101.8,102.6
Los Angeles Clippers,23,51,.311,30.0,25,49,92.9,97.5
