Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,5,8,.385,—,6,7,95.8,96.8
Boston Celtics,5,8,.385,—,7,6,100.7,100.3
Philadelphia 76ers,5,8,.385,—,6,7,98.2,99.8
New York Knicks,5,10,.333,1.0,7,8,98.9,100.8
Toronto Raptors,4,9,.308,1.0,5,8,98.4,101.6
Detroit Pistons,9,5,.643,—,8,6,98.4,96.4
Cleveland Cavaliers,9,5,.643,—,8,6,96.2,93.5
Indiana Pacers,7,7,.500,2.0,6,8,93.7,96.1
Chicago Bulls,4,9,.308,4.5,6,7,96.9,97.5
Milwaukee Bucks,4,9,.308,4.5,5,8,98.1,102.6
Orlando Magic,10,4,.714,—,9,5,97.4,93.9
Atlanta Hawks,5,6,.455,3.5,6,5,96.5,96.5
Miami Heat,5,8,.385,4.5,3,10,90.9,99.5
Washington Wizards,4,9,.308,5.5,5,8,98.8,102.4
Charlotte Bobcats,3,10,.231,6.5,4,9,92.0,97.8
Utah Jazz,12,2,.857,—,10,4,106.1,100.2
Denver Nuggets,8,4,.667,3.0,7,5,110.5,106.6
Minnesota Timberwolves,6,6,.500,5.0,6,6,93.9,93.4
Seattle SuperSonics,6,9,.400,6.5,7,8,100.4,101.1
Portland Trail Blazers,6,9,.400,6.5,4,11,93.4,99.7
Los Angeles Lakers,9,4,.692,—,7,6,100.2,98.5
Golden State Warriors,8,6,.571,1.5,8,6,106.4,103.3
Sacramento Kings,7,5,.583,1.5,7,5,99.7,97.8
Phoenix Suns,7,6,.538,2.0,8,5,106.9,104.5
Los Angeles Clippers,6,6,.500,2.5,6,6,97.8,98.4
San Antonio Spurs,11,3,.786,—,11,3,99.4,91.6
Dallas Mavericks,9,4,.692,1.5,8,5,97.9,95.2
Houston Rockets,9,4,.692,1.5,9,4,93.8,89.4
New Orleans/Oklahoma City Hornets,8,6,.571,3.0,7,7,92.6,92.5
Memphis Grizzlies,3,10,.231,7.5,5,8,92.7,95.1
