Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Orlando Magic,22,10,.688,—,18,14,89.8,87.8
Miami Heat,19,9,.679,1.0,19,9,89.2,84.5
New York Knicks,17,14,.548,4.5,18,13,87.0,85.4
Philadelphia 76ers,15,14,.517,5.5,17,12,89.6,87.2
Washington Wizards,13,17,.433,8.0,14,16,92.2,92.7
Boston Celtics,10,19,.345,10.5,10,19,92.9,97.0
New Jersey Nets,5,24,.172,15.5,8,21,87.1,93.8
Indiana Pacers,20,10,.667,—,18,12,93.9,91.1
Atlanta Hawks,19,12,.613,1.5,19,12,87.1,84.2
Detroit Pistons,19,12,.613,1.5,20,11,90.0,86.6
Milwaukee Bucks,18,12,.600,2.0,18,12,92.6,89.8
Toronto Raptors,15,14,.517,4.5,14,15,91.4,91.4
Cleveland Cavaliers,14,14,.500,5.0,13,15,89.5,90.0
Charlotte Hornets,12,17,.414,7.5,12,17,90.1,92.3
Chicago Bulls,9,21,.300,11.0,8,22,84.0,90.0
Houston Rockets,22,9,.710,—,18,13,95.2,92.8
Utah Jazz,21,8,.724,—,21,8,93.8,87.1
San Antonio Spurs,20,10,.667,1.5,23,7,92.6,85.1
Minnesota Timberwolves,17,13,.567,4.5,18,12,93.4,91.0
Dallas Mavericks,10,22,.313,12.5,12,20,89.8,93.3
Denver Nuggets,8,23,.258,14.0,8,23,92.6,99.8
Vancouver Grizzlies,6,24,.200,15.5,7,23,90.6,98.7
Portland Trail Blazers,24,6,.800,—,23,7,95.2,87.2
Los Angeles Lakers,21,11,.656,4.0,21,11,99.6,94.9
Seattle SuperSonics,15,14,.517,8.5,15,14,91.9,91.8
Phoenix Suns,15,16,.484,9.5,16,15,95.6,95.5
Sacramento Kings,14,18,.438,11.0,13,19,98.8,101.2
Golden State Warriors,13,17,.433,11.0,12,18,87.6,90.4
Los Angeles Clippers,3,26,.103,20.5,5,24,90.0,100.7
