Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,10,4,.714,—,12,2,101.0,87.4
New York Knicks,6,8,.429,4.0,6,8,93.5,94.9
Boston Celtics,5,8,.385,4.5,6,7,90.2,91.0
New Jersey Nets,4,11,.267,6.5,4,11,92.5,100.7
Toronto Raptors,4,11,.267,6.5,4,11,85.1,92.1
Chicago Bulls,13,3,.813,—,13,3,95.1,85.8
Indiana Pacers,9,4,.692,2.5,8,5,92.8,89.2
Cleveland Cavaliers,6,7,.462,5.5,7,6,96.4,96.2
Milwaukee Bucks,4,9,.308,7.5,5,8,91.8,96.1
Detroit Pistons,3,12,.200,9.5,3,12,85.0,94.7
Atlanta Hawks,11,4,.733,—,11,4,97.9,90.8
Miami Heat,10,4,.714,0.5,11,3,106.6,98.4
Orlando Magic,10,4,.714,0.5,9,5,97.3,92.4
Charlotte Bobcats,3,12,.200,8.0,3,12,91.1,101.7
Washington Wizards,2,12,.143,8.5,2,12,87.6,98.4
Oklahoma City Thunder,12,3,.800,—,10,5,100.2,95.7
Denver Nuggets,10,5,.667,2.0,10,5,104.4,98.8
Utah Jazz,9,5,.643,2.5,8,6,95.4,93.5
Portland Trail Blazers,8,6,.571,3.5,8,6,97.3,94.6
Minnesota Timberwolves,6,8,.429,5.5,8,6,94.6,92.5
Los Angeles Lakers,10,6,.625,—,10,6,92.9,89.9
Los Angeles Clippers,8,4,.667,—,6,6,96.9,96.2
Golden State Warriors,5,9,.357,4.0,5,9,95.9,99.8
Phoenix Suns,5,9,.357,4.0,6,8,93.9,96.4
Sacramento Kings,5,10,.333,4.5,3,12,90.3,100.9
San Antonio Spurs,10,5,.667,—,9,6,99.6,96.1
Dallas Mavericks,9,7,.563,1.5,10,6,92.4,88.8
Houston Rockets,8,7,.533,2.0,7,8,96.9,97.1
Memphis Grizzlies,7,6,.538,2.0,7,6,93.5,93.2
New Orleans Hornets,3,12,.200,7.0,5,10,86.8,91.7
