Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,54,23,.701,—,52,25,95.1,90.2
Miami Heat,46,30,.605,7.5,46,30,88.9,86.3
New York Knicks,46,31,.597,8.0,46,31,88.7,86.2
Orlando Magic,41,35,.539,12.5,41,35,97.8,96.6
Boston Celtics,35,43,.449,19.5,33,45,94.4,96.6
New Jersey Nets,26,52,.333,28.5,25,53,92.3,97.3
Washington Wizards,18,59,.234,36.0,21,56,92.4,99.3
Milwaukee Bucks,48,29,.623,—,47,30,100.5,97.4
Toronto Raptors,44,33,.571,4.0,46,31,98.0,95.4
Charlotte Hornets,42,36,.538,6.5,44,34,91.7,90.1
Indiana Pacers,37,40,.481,11.0,37,40,91.9,92.3
Detroit Pistons,30,47,.390,18.0,33,44,95.3,97.1
Cleveland Cavaliers,26,50,.342,21.5,25,51,91.8,96.7
Atlanta Hawks,23,54,.299,25.0,25,52,90.4,95.2
Chicago Bulls,12,64,.158,35.5,14,62,87.1,96.7
San Antonio Spurs,55,22,.714,—,60,17,96.3,87.9
Utah Jazz,51,26,.662,4.0,53,24,97.2,91.9
Dallas Mavericks,49,27,.645,5.5,49,27,100.2,95.9
Minnesota Timberwolves,45,31,.592,9.5,44,32,97.1,94.9
Houston Rockets,42,36,.538,13.5,44,34,96.8,94.9
Denver Nuggets,37,40,.481,18.0,32,45,96.3,98.8
Vancouver Grizzlies,22,55,.286,33.0,23,54,91.6,97.4
Sacramento Kings,52,24,.684,—,54,22,101.7,95.4
Los Angeles Lakers,52,26,.667,1.0,46,32,100.2,97.4
Portland Trail Blazers,48,29,.623,4.5,50,27,95.0,90.8
Phoenix Suns,47,29,.618,5.0,46,30,94.0,91.3
Seattle SuperSonics,42,36,.538,11.0,38,40,97.0,97.3
Los Angeles Clippers,28,49,.364,24.5,29,48,91.7,95.1
Golden State Warriors,17,59,.224,35.0,17,59,92.5,101.1
