Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,45,25,.643,—,46,24,98.8,94.4
Toronto Raptors,35,34,.507,9.5,30,39,103.8,105.7
New York Knicks,26,45,.366,19.5,29,42,101.7,104.5
Philadelphia 76ers,24,47,.338,21.5,26,45,97.0,100.8
New Jersey Nets,7,63,.100,38.0,13,57,91.0,101.3
Cleveland Cavaliers,56,15,.789,—,53,18,102.2,94.8
Milwaukee Bucks,39,30,.565,16.0,39,30,98.1,96.3
Chicago Bulls,33,37,.471,22.5,29,41,97.2,99.5
Indiana Pacers,25,46,.352,31.0,25,46,99.8,104.1
Detroit Pistons,23,48,.324,33.0,22,49,93.3,98.6
Orlando Magic,50,21,.704,—,52,19,102.1,95.0
Atlanta Hawks,45,25,.643,4.5,46,24,102.4,97.7
Miami Heat,37,34,.521,13.0,39,32,96.0,94.8
Charlotte Bobcats,36,34,.514,13.5,38,32,94.6,93.5
Washington Wizards,21,48,.304,28.0,23,46,96.1,100.9
Denver Nuggets,47,24,.662,—,47,24,107.5,102.4
Utah Jazz,46,25,.648,1.0,49,22,103.7,98.0
Oklahoma City Thunder,42,27,.609,4.0,42,27,100.1,96.9
Portland Trail Blazers,42,29,.592,5.0,43,28,97.9,94.9
Minnesota Timberwolves,14,57,.197,33.0,15,56,98.1,107.6
Los Angeles Lakers,52,18,.743,—,49,21,102.9,96.9
Phoenix Suns,45,26,.634,7.5,45,26,110.1,106.1
Los Angeles Clippers,26,45,.366,26.5,21,50,95.5,101.5
Sacramento Kings,24,47,.338,28.5,26,45,100.7,104.6
Golden State Warriors,19,51,.271,33.0,26,44,108.4,112.5
Dallas Mavericks,47,24,.662,—,40,31,101.7,99.8
San Antonio Spurs,42,27,.609,4.0,46,23,101.4,96.6
Memphis Grizzlies,38,33,.535,9.0,35,36,102.7,102.9
Houston Rockets,36,33,.522,10.0,35,34,101.7,101.4
New Orleans Hornets,34,38,.472,13.5,30,42,100.0,102.3
