Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,50,19,.725,—,49,20,97.1,90.9
Philadelphia 76ers,36,34,.514,14.5,39,31,99.1,97.4
New York Knicks,35,35,.500,15.5,36,34,106.2,105.5
New Jersey Nets,22,47,.319,28.0,21,48,93.8,99.3
Toronto Raptors,20,50,.286,30.5,22,48,99.3,105.2
Chicago Bulls,50,19,.725,—,51,18,98.3,91.2
Indiana Pacers,31,40,.437,20.0,32,39,99.4,100.8
Milwaukee Bucks,28,41,.406,22.0,32,37,91.5,92.6
Detroit Pistons,25,45,.357,25.5,25,45,96.2,100.3
Cleveland Cavaliers,13,56,.188,37.0,13,56,94.8,105.4
Miami Heat,48,22,.686,—,51,19,101.6,94.4
Orlando Magic,45,26,.634,3.5,49,22,99.7,94.2
Atlanta Hawks,40,30,.571,8.0,35,35,95.4,95.3
Charlotte Bobcats,28,41,.406,19.5,25,44,93.0,96.9
Washington Wizards,17,51,.250,30.0,17,51,96.4,104.1
Oklahoma City Thunder,45,24,.652,—,42,27,104.4,101.0
Denver Nuggets,42,29,.592,4.0,46,25,107.5,103.1
Portland Trail Blazers,40,30,.571,5.5,38,32,96.3,94.9
Utah Jazz,36,35,.507,10.0,32,39,100.2,101.5
Minnesota Timberwolves,17,54,.239,29.0,22,49,101.4,107.1
Los Angeles Lakers,50,20,.714,—,50,20,101.3,94.8
Phoenix Suns,35,33,.515,14.0,33,35,104.8,105.1
Golden State Warriors,30,41,.423,20.5,28,43,102.6,105.9
Los Angeles Clippers,27,44,.380,23.5,28,43,98.5,101.6
Sacramento Kings,17,52,.246,32.5,21,48,98.7,104.6
San Antonio Spurs,57,13,.814,—,50,20,103.5,97.1
Dallas Mavericks,49,21,.700,8.0,45,25,100.3,96.2
New Orleans Hornets,40,31,.563,17.5,40,31,94.7,93.0
Memphis Grizzlies,39,32,.549,18.5,40,31,100.1,98.2
Houston Rockets,37,34,.521,20.5,39,32,105.5,103.8
