Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,49,29,.628,—,50,28,99.3,95.3
Toronto Raptors,38,40,.487,11.0,34,44,103.9,105.9
New York Knicks,28,50,.359,21.0,30,48,101.9,105.4
Philadelphia 76ers,26,52,.333,23.0,28,50,97.3,101.4
New Jersey Nets,11,67,.141,38.0,16,62,91.9,101.2
Cleveland Cavaliers,61,17,.782,—,57,21,102.3,95.1
Milwaukee Bucks,44,34,.564,17.0,44,34,97.7,95.8
Chicago Bulls,37,40,.481,23.5,33,44,96.9,99.0
Indiana Pacers,30,48,.385,31.0,31,47,100.5,103.6
Detroit Pistons,25,53,.321,36.0,25,53,93.7,99.0
Orlando Magic,55,23,.705,—,57,21,102.1,95.0
Atlanta Hawks,49,29,.628,6.0,51,27,101.6,97.2
Miami Heat,44,34,.564,11.0,45,33,96.2,94.0
Charlotte Bobcats,42,36,.538,13.0,43,35,95.3,93.7
Washington Wizards,24,54,.308,31.0,26,52,96.0,100.9
Denver Nuggets,51,27,.654,—,50,28,106.7,102.2
Utah Jazz,51,28,.646,0.5,54,25,104.4,98.9
Oklahoma City Thunder,48,30,.615,3.0,49,29,101.3,97.7
Portland Trail Blazers,48,30,.615,3.0,49,29,98.2,94.7
Minnesota Timberwolves,15,63,.192,36.0,17,61,98.3,107.6
Los Angeles Lakers,55,22,.714,—,52,25,102.1,97.0
Phoenix Suns,51,27,.654,4.5,50,28,110.4,105.7
Los Angeles Clippers,27,51,.346,28.5,23,55,95.5,101.8
Golden State Warriors,24,54,.308,31.5,30,48,108.7,112.5
Sacramento Kings,24,54,.308,31.5,27,51,99.6,104.0
Dallas Mavericks,51,27,.654,—,45,33,101.8,99.7
San Antonio Spurs,48,30,.615,3.0,52,26,101.1,96.1
Houston Rockets,40,38,.513,11.0,38,40,102.1,102.4
Memphis Grizzlies,39,39,.500,12.0,36,42,102.4,103.5
New Orleans Hornets,35,44,.443,16.5,32,47,99.7,102.6
