Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,17,5,.773,—,17,5,93.4,86.1
New York Knicks,14,9,.609,3.5,15,8,87.0,83.4
Miami Heat,12,11,.522,5.5,13,10,87.8,86.7
Boston Celtics,9,12,.429,7.5,8,13,94.7,97.4
Orlando Magic,9,13,.409,8.0,10,12,93.5,94.6
New Jersey Nets,8,14,.364,9.0,7,15,88.3,92.7
Washington Wizards,4,18,.182,13.0,6,16,89.2,95.5
Charlotte Hornets,14,9,.609,—,15,8,91.3,87.1
Cleveland Cavaliers,13,7,.650,-0.5,9,11,90.2,91.3
Toronto Raptors,12,10,.545,1.5,13,9,94.0,91.9
Milwaukee Bucks,11,11,.500,2.5,11,11,97.0,97.5
Indiana Pacers,11,11,.500,2.5,11,11,92.8,92.4
Detroit Pistons,10,12,.455,3.5,10,12,94.6,96.0
Atlanta Hawks,5,17,.227,8.5,6,16,87.6,94.4
Chicago Bulls,3,19,.136,10.5,3,19,83.8,95.8
Utah Jazz,16,6,.727,—,16,6,97.9,90.5
Dallas Mavericks,14,10,.583,3.0,14,10,95.4,93.3
San Antonio Spurs,13,9,.591,3.0,15,7,93.6,89.0
Minnesota Timberwolves,13,9,.591,3.0,12,10,97.0,96.0
Houston Rockets,13,9,.591,3.0,12,10,94.4,92.8
Denver Nuggets,11,13,.458,6.0,8,16,95.7,100.0
Vancouver Grizzlies,7,15,.318,9.0,9,13,88.3,91.3
Phoenix Suns,15,6,.714,—,15,6,94.5,88.7
Sacramento Kings,14,6,.700,0.5,15,5,99.7,91.5
Portland Trail Blazers,16,8,.667,0.5,16,8,94.5,90.3
Los Angeles Lakers,15,9,.625,1.5,15,9,101.5,98.3
Seattle SuperSonics,12,12,.500,4.5,11,13,98.5,99.3
Los Angeles Clippers,7,17,.292,9.5,8,16,87.3,92.0
Golden State Warriors,6,17,.261,10.0,6,17,94.6,101.9
