Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,26,10,.722,—,26,10,100.7,93.8
Toronto Raptors,19,20,.487,8.5,17,22,103.3,105.3
New York Knicks,15,22,.405,11.5,17,20,101.2,102.6
Philadelphia 76ers,12,25,.324,14.5,14,23,98.1,101.5
New Jersey Nets,3,34,.081,23.5,6,31,89.8,101.1
Cleveland Cavaliers,30,10,.750,—,29,11,101.0,94.3
Chicago Bulls,16,20,.444,12.0,13,23,93.6,97.3
Milwaukee Bucks,15,20,.429,12.5,16,19,96.9,98.0
Indiana Pacers,12,25,.324,16.5,12,25,98.2,103.8
Detroit Pistons,12,25,.324,16.5,11,26,91.7,97.1
Orlando Magic,26,12,.684,—,27,11,101.7,95.8
Atlanta Hawks,24,13,.649,1.5,25,12,103.4,97.8
Miami Heat,18,18,.500,7.0,17,19,96.7,97.3
Charlotte Bobcats,17,19,.472,8.0,18,18,92.9,92.9
Washington Wizards,12,24,.333,13.0,13,23,99.3,103.1
Denver Nuggets,24,14,.632,—,25,13,106.8,101.9
Portland Trail Blazers,23,16,.590,1.5,24,15,97.1,94.1
Oklahoma City Thunder,21,16,.568,2.5,22,15,98.6,96.1
Utah Jazz,21,17,.553,3.0,24,14,100.3,96.8
Minnesota Timberwolves,8,31,.205,16.5,8,31,96.1,105.7
Los Angeles Lakers,29,9,.763,—,27,11,103.1,96.9
Phoenix Suns,24,14,.632,5.0,23,15,109.8,106.5
Los Angeles Clippers,17,19,.472,11.0,16,20,96.4,98.2
Sacramento Kings,15,22,.405,13.5,16,21,103.4,105.7
Golden State Warriors,11,25,.306,17.0,13,23,107.5,111.9
Dallas Mavericks,25,12,.676,—,22,15,100.8,97.8
San Antonio Spurs,23,13,.639,1.5,26,10,102.0,95.3
Houston Rockets,21,17,.553,4.5,19,19,100.0,99.7
New Orleans Hornets,19,17,.528,5.5,16,20,98.2,100.2
Memphis Grizzlies,19,18,.514,6.0,17,20,103.2,104.1
