Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,27,13,.675,—,28,12,99.9,93.8
Toronto Raptors,21,22,.488,7.5,19,24,103.7,105.1
New York Knicks,17,24,.415,10.5,19,22,100.7,102.0
Philadelphia 76ers,13,28,.317,14.5,16,25,97.8,101.0
New Jersey Nets,3,38,.073,24.5,6,35,90.3,102.4
Cleveland Cavaliers,32,11,.744,—,31,12,101.1,94.6
Chicago Bulls,18,22,.450,12.5,15,25,94.5,98.0
Milwaukee Bucks,17,23,.425,13.5,18,22,98.0,99.3
Detroit Pistons,15,26,.366,16.0,14,27,92.2,96.8
Indiana Pacers,14,28,.333,17.5,13,29,98.9,104.4
Atlanta Hawks,27,14,.659,—,28,13,103.0,97.4
Orlando Magic,27,15,.643,0.5,28,14,101.2,96.5
Charlotte Bobcats,21,19,.525,5.5,23,17,94.3,92.2
Miami Heat,21,20,.512,6.0,20,21,96.8,97.5
Washington Wizards,14,27,.341,13.0,16,25,99.0,102.4
Denver Nuggets,27,14,.659,—,27,14,107.7,102.4
Portland Trail Blazers,26,17,.605,2.0,27,16,97.7,94.2
Oklahoma City Thunder,24,18,.571,3.5,25,17,98.6,95.9
Utah Jazz,24,18,.571,3.5,26,16,100.9,97.3
Minnesota Timberwolves,9,34,.209,19.0,9,34,97.0,106.4
Los Angeles Lakers,32,9,.780,—,30,11,103.5,96.4
Phoenix Suns,25,18,.581,8.0,25,18,109.9,107.3
Los Angeles Clippers,19,22,.463,13.0,17,24,96.6,99.1
Sacramento Kings,15,26,.366,17.0,16,25,102.3,105.3
Golden State Warriors,12,28,.300,19.5,15,25,107.7,111.9
Dallas Mavericks,28,14,.667,—,24,18,100.1,97.8
San Antonio Spurs,25,16,.610,2.5,28,13,101.0,95.6
Houston Rockets,23,18,.561,4.5,21,20,100.6,100.3
New Orleans Hornets,22,19,.537,5.5,18,23,98.8,100.4
Memphis Grizzlies,22,19,.537,5.5,21,20,104.4,104.3
