Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,37,26,.587,—,37,26,92.1,89.8
New York Knicks,33,29,.532,3.5,38,24,97.6,94.5
Philadelphia 76ers,32,30,.516,4.5,41,21,93.4,88.9
New Jersey Nets,22,41,.349,15.0,20,43,93.6,98.9
Toronto Raptors,22,41,.349,15.0,23,40,90.9,94.7
Chicago Bulls,47,16,.746,—,48,15,96.3,88.5
Indiana Pacers,41,22,.651,6.0,39,24,97.7,94.2
Milwaukee Bucks,29,33,.468,17.5,32,30,99.6,99.3
Detroit Pistons,23,40,.365,24.0,20,43,90.7,96.0
Cleveland Cavaliers,20,41,.328,26.0,17,44,93.2,100.0
Miami Heat,45,17,.726,—,46,16,99.7,92.7
Atlanta Hawks,37,25,.597,8.0,38,24,96.0,92.8
Orlando Magic,36,26,.581,9.0,34,28,94.5,92.9
Washington Wizards,16,46,.258,29.0,18,44,93.4,99.8
Charlotte Bobcats,7,54,.115,37.5,7,54,87.2,100.8
Oklahoma City Thunder,45,17,.726,—,44,18,102.8,96.4
Denver Nuggets,34,28,.548,11.0,35,27,103.5,101.6
Utah Jazz,33,30,.524,12.5,32,31,99.4,99.2
Portland Trail Blazers,28,35,.444,17.5,32,31,97.5,97.5
Minnesota Timberwolves,26,38,.406,20.0,28,36,98.0,99.8
Los Angeles Lakers,40,23,.635,—,36,27,97.1,95.0
Los Angeles Clippers,39,24,.619,1.0,38,25,97.4,94.7
Phoenix Suns,33,30,.524,7.0,32,31,98.3,98.1
Golden State Warriors,22,39,.361,17.0,23,38,98.2,101.6
Sacramento Kings,20,42,.323,19.5,18,44,98.2,104.6
San Antonio Spurs,45,16,.738,—,43,18,102.7,96.3
Memphis Grizzlies,37,25,.597,8.5,35,27,95.1,93.4
Dallas Mavericks,35,28,.556,11.0,34,29,96.0,94.7
Houston Rockets,32,31,.508,14.0,32,31,98.5,98.2
New Orleans Hornets,20,43,.317,26.0,23,40,89.8,93.5
