Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,8,12,.400,—,9,11,99.1,100.1
New York Knicks,8,15,.348,1.5,10,13,98.9,101.3
Boston Celtics,7,13,.350,1.0,9,11,99.6,100.5
Toronto Raptors,7,14,.333,1.5,8,13,96.2,99.9
Philadelphia 76ers,5,15,.250,3.0,7,13,95.7,100.4
Detroit Pistons,13,7,.650,—,12,8,96.3,94.2
Cleveland Cavaliers,12,8,.600,1.0,12,8,95.3,92.4
Chicago Bulls,11,10,.524,2.5,13,8,99.3,95.3
Indiana Pacers,11,12,.478,3.5,9,14,95.0,98.4
Milwaukee Bucks,9,12,.429,4.5,8,13,100.3,103.2
Orlando Magic,15,8,.652,—,12,11,93.8,92.9
Miami Heat,9,11,.450,4.5,7,13,93.2,98.1
Washington Wizards,9,11,.450,4.5,9,11,101.8,102.9
Atlanta Hawks,8,12,.400,5.5,8,12,95.9,98.6
Charlotte Bobcats,5,15,.250,8.5,5,15,90.5,98.8
Utah Jazz,16,5,.762,—,13,8,102.9,99.1
Denver Nuggets,12,7,.632,3.0,12,7,108.3,104.1
Minnesota Timberwolves,10,9,.526,5.0,10,9,93.0,92.3
Seattle SuperSonics,10,12,.455,6.5,12,10,100.4,99.7
Portland Trail Blazers,9,14,.391,8.0,7,16,92.8,98.0
Los Angeles Lakers,15,6,.714,—,13,8,102.0,98.0
Phoenix Suns,14,6,.700,0.5,14,6,111.8,105.4
Golden State Warriors,11,11,.500,4.5,11,11,106.3,105.8
Los Angeles Clippers,10,10,.500,4.5,9,11,95.8,97.3
Sacramento Kings,9,11,.450,5.5,10,10,99.5,99.7
San Antonio Spurs,16,6,.727,—,17,5,100.3,91.3
Dallas Mavericks,14,7,.667,1.5,13,8,97.5,94.1
Houston Rockets,14,7,.667,1.5,15,6,94.0,88.3
New Orleans/Oklahoma City Hornets,10,10,.500,5.0,9,11,91.8,93.7
Memphis Grizzlies,5,16,.238,10.5,8,13,93.1,96.3
