Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,7,9,.438,—,8,8,97.2,97.8
Toronto Raptors,7,10,.412,0.5,7,10,98.8,101.0
New York Knicks,6,13,.316,2.5,8,11,98.4,101.2
Boston Celtics,5,10,.333,1.5,7,8,100.9,101.1
Philadelphia 76ers,5,11,.313,2.0,6,10,97.4,100.4
Detroit Pistons,11,6,.647,—,10,7,97.8,95.9
Cleveland Cavaliers,10,7,.588,1.0,10,7,94.9,93.3
Indiana Pacers,9,9,.500,2.5,7,11,96.1,98.6
Chicago Bulls,7,9,.438,3.5,9,7,99.1,97.1
Milwaukee Bucks,6,10,.375,4.5,6,10,100.9,104.4
Orlando Magic,13,5,.722,—,11,7,96.0,93.3
Atlanta Hawks,7,8,.467,4.5,8,7,97.2,96.7
Miami Heat,7,9,.438,5.0,5,11,91.8,98.1
Washington Wizards,6,10,.375,6.0,6,10,99.7,102.9
Charlotte Bobcats,5,12,.294,7.5,6,11,93.4,98.4
Utah Jazz,14,4,.778,—,11,7,103.1,100.3
Denver Nuggets,10,5,.667,2.5,10,5,109.9,105.3
Minnesota Timberwolves,7,9,.438,6.0,8,8,92.3,92.9
Seattle SuperSonics,7,11,.389,7.0,8,10,100.1,101.3
Portland Trail Blazers,6,12,.333,8.0,5,13,93.5,99.9
Los Angeles Lakers,11,5,.688,—,10,6,102.3,98.7
Phoenix Suns,9,6,.600,1.5,9,6,107.6,104.3
Golden State Warriors,9,8,.529,2.5,10,7,106.9,104.2
Sacramento Kings,8,7,.533,2.5,8,7,98.5,97.5
Los Angeles Clippers,8,8,.500,3.0,8,8,97.7,97.0
Dallas Mavericks,12,4,.750,—,11,5,99.5,94.6
San Antonio Spurs,12,5,.706,0.5,12,5,98.2,92.6
Houston Rockets,11,5,.688,1.0,11,5,92.1,87.6
New Orleans/Oklahoma City Hornets,8,8,.500,4.0,7,9,92.6,93.8
Memphis Grizzlies,4,12,.250,8.0,7,9,93.8,95.9
