Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,35,12,.745,—,33,14,102.4,96.5
Toronto Raptors,33,16,.673,3.0,32,17,101.4,97.0
Atlanta Hawks,28,22,.560,8.5,28,22,101.8,99.9
Boston Celtics,28,22,.560,8.5,32,18,104.6,100.4
Miami Heat,27,22,.551,9.0,25,24,96.0,96.0
Chicago Bulls,26,21,.553,9.0,24,23,101.3,101.0
Detroit Pistons,26,23,.531,10.0,27,22,102.1,100.6
Indiana Pacers,25,23,.521,10.5,28,20,102.7,100.1
Charlotte Hornets,23,25,.479,12.5,24,24,101.6,101.3
New York Knicks,23,28,.451,14.0,22,29,99.2,101.1
Washington Wizards,21,25,.457,13.5,19,27,102.2,105.0
Orlando Magic,21,26,.447,14.0,21,26,99.0,100.4
Milwaukee Bucks,20,31,.392,17.0,17,34,98.2,103.3
Brooklyn Nets,12,37,.245,24.0,13,36,95.5,103.0
Philadelphia 76ers,7,41,.146,28.5,9,39,94.9,105.1
Golden State Warriors,44,4,.917,—,40,8,115.0,102.3
San Antonio Spurs,40,8,.833,4.0,42,6,104.5,91.2
Oklahoma City Thunder,37,13,.740,8.0,37,13,109.5,101.4
Los Angeles Clippers,32,16,.667,12.0,30,18,104.3,100.3
Memphis Grizzlies,29,20,.592,15.5,22,27,97.7,99.0
Dallas Mavericks,28,23,.549,17.5,25,26,100.6,101.0
Houston Rockets,26,25,.510,19.5,23,28,105.3,106.5
Portland Trail Blazers,24,26,.480,21.0,25,25,102.1,102.1
Utah Jazz,22,25,.468,21.5,26,21,97.9,96.7
Sacramento Kings,21,27,.438,23.0,22,26,106.7,108.1
Denver Nuggets,19,30,.388,25.5,19,30,100.4,104.0
New Orleans Pelicans,18,29,.383,25.5,20,27,102.6,105.1
Minnesota Timberwolves,14,36,.280,31.0,18,32,99.7,103.7
Phoenix Suns,14,36,.280,31.0,15,35,100.5,106.5
Los Angeles Lakers,10,41,.196,35.5,10,41,96.3,106.4
