Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,16,15,.516,—,14,17,97.2,98.3
Philadelphia 76ers,14,16,.467,1.5,13,17,97.5,99.2
Boston Celtics,14,17,.452,2.0,16,15,101.2,100.5
New Jersey Nets,11,19,.367,4.5,8,22,86.5,92.8
Toronto Raptors,11,21,.344,5.5,13,19,97.4,99.9
Cleveland Cavaliers,18,12,.600,—,18,12,96.8,93.7
Detroit Pistons,17,13,.567,1.0,16,14,89.8,89.0
Indiana Pacers,16,13,.552,1.5,14,15,93.4,93.6
Chicago Bulls,10,18,.357,7.0,11,17,90.0,93.2
Milwaukee Bucks,9,19,.321,8.0,11,17,96.6,99.9
Miami Heat,25,8,.758,—,23,10,101.1,95.5
Washington Wizards,17,13,.567,6.5,16,14,101.0,99.9
Orlando Magic,15,14,.517,8.0,14,15,101.3,101.7
Charlotte Bobcats,7,21,.250,15.5,8,20,92.6,98.9
Atlanta Hawks,5,24,.172,18.0,5,24,90.0,100.5
Seattle SuperSonics,23,6,.793,—,21,8,100.4,94.3
Minnesota Timberwolves,16,13,.552,7.0,18,11,99.9,96.5
Portland Trail Blazers,14,15,.483,9.0,12,17,91.2,93.4
Denver Nuggets,14,17,.452,10.0,13,18,94.9,97.5
Utah Jazz,11,21,.344,13.5,12,20,94.7,98.2
Phoenix Suns,27,4,.871,—,25,6,109.4,98.9
Sacramento Kings,20,9,.690,6.0,18,11,101.7,98.0
Los Angeles Lakers,16,13,.552,10.0,15,14,97.9,97.1
Los Angeles Clippers,15,15,.500,11.5,15,15,95.0,94.6
Golden State Warriors,11,20,.355,16.0,10,21,94.9,99.6
San Antonio Spurs,26,7,.788,—,28,5,96.9,85.1
Dallas Mavericks,20,10,.667,4.5,21,9,100.9,95.1
Houston Rockets,16,15,.516,9.0,16,15,90.2,89.5
Memphis Grizzlies,16,17,.485,10.0,18,15,93.3,92.5
New Orleans Hornets,2,27,.069,22.0,5,24,85.7,95.4
