Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,6,1,.857,—,6,1,107.4,95.9
Brooklyn Nets,4,2,.667,1.5,4,2,104.7,98.2
Boston Celtics,3,3,.500,2.5,3,3,106.3,106.0
New York Knicks,2,6,.250,4.5,2,6,91.1,98.4
Philadelphia 76ers,0,7,.000,6.0,1,6,93.3,106.1
Chicago Bulls,6,2,.750,—,5,3,104.0,98.4
Cleveland Cavaliers,3,3,.500,2.0,3,3,102.3,103.0
Milwaukee Bucks,3,4,.429,2.5,3,4,93.9,94.7
Detroit Pistons,2,5,.286,3.5,2,5,91.9,96.7
Indiana Pacers,2,6,.250,4.0,4,4,93.0,94.6
Washington Wizards,5,2,.714,—,4,3,97.6,96.0
Miami Heat,5,2,.714,—,5,2,102.1,97.9
Atlanta Hawks,3,3,.500,1.5,3,3,101.5,99.7
Charlotte Hornets,3,4,.429,2.0,3,4,95.9,98.3
Orlando Magic,2,5,.286,3.0,2,5,95.1,101.1
Portland Trail Blazers,4,3,.571,—,5,2,102.4,94.6
Utah Jazz,3,5,.375,1.5,3,5,97.6,102.5
Minnesota Timberwolves,2,4,.333,1.5,3,3,99.3,101.2
Oklahoma City Thunder,2,5,.286,2.0,2,5,92.0,98.6
Denver Nuggets,1,5,.167,2.5,1,5,99.2,108.0
Golden State Warriors,5,1,.833,—,5,1,105.2,94.8
Sacramento Kings,5,2,.714,0.5,4,3,103.7,101.1
Los Angeles Clippers,4,3,.571,1.5,3,4,100.7,101.7
Phoenix Suns,4,3,.571,1.5,4,3,103.7,103.3
Los Angeles Lakers,1,5,.167,4.0,1,5,102.8,112.7
Houston Rockets,6,1,.857,—,6,1,101.9,90.9
Memphis Grizzlies,6,1,.857,—,5,2,93.0,87.6
Dallas Mavericks,4,3,.571,2.0,4,3,105.0,102.1
New Orleans Pelicans,3,3,.500,2.5,3,3,99.5,99.0
San Antonio Spurs,3,3,.500,2.5,2,4,92.2,94.8
