Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,4,1,.800,—,4,1,98.6,89.0
Orlando Magic,4,1,.800,—,3,2,105.0,99.2
Philadelphia 76ers,3,1,.750,0.5,2,2,95.5,93.3
Boston Celtics,3,2,.600,1.0,2,3,94.2,96.8
Washington Wizards,2,3,.400,2.0,4,1,90.8,84.0
Miami Heat,1,3,.250,2.5,1,3,87.0,90.3
New York Knicks,1,4,.200,3.0,1,4,90.6,97.2
Detroit Pistons,5,1,.833,—,5,1,86.7,76.7
Indiana Pacers,3,1,.750,1.0,2,2,88.0,85.8
New Orleans Hornets,3,1,.750,1.0,3,1,91.3,84.5
Atlanta Hawks,3,2,.600,1.5,3,2,97.6,95.0
Milwaukee Bucks,2,3,.400,2.5,2,3,97.8,98.0
Chicago Bulls,2,3,.400,2.5,2,3,89.8,94.6
Toronto Raptors,2,3,.400,2.5,1,4,84.6,91.6
Cleveland Cavaliers,2,3,.400,2.5,2,3,85.6,89.0
Dallas Mavericks,4,0,1.000,—,3,1,107.3,95.8
San Antonio Spurs,4,1,.800,0.5,4,1,94.4,86.8
Minnesota Timberwolves,4,2,.667,1.0,3,3,93.3,95.2
Houston Rockets,2,2,.500,2.0,2,2,87.5,86.3
Utah Jazz,1,4,.200,3.5,1,4,85.8,93.6
Denver Nuggets,1,4,.200,3.5,1,4,79.4,87.4
Memphis Grizzlies,0,5,.000,4.5,1,4,96.4,108.2
Seattle SuperSonics,4,1,.800,—,4,1,94.2,85.2
Sacramento Kings,3,3,.500,1.5,5,1,99.5,91.0
Portland Trail Blazers,2,3,.400,2.0,1,4,88.4,94.4
Phoenix Suns,2,3,.400,2.0,2,3,81.8,85.8
Los Angeles Lakers,2,4,.333,2.5,2,4,90.5,94.0
Los Angeles Clippers,1,3,.250,2.5,1,3,90.5,94.8
Golden State Warriors,1,4,.200,3.0,1,4,92.8,101.0
