Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,40,23,.635,—,41,22,98.1,93.9
Toronto Raptors,32,31,.508,8.0,28,35,104.0,105.6
Philadelphia 76ers,23,41,.359,17.5,24,40,97.5,101.0
New York Knicks,22,42,.344,18.5,24,40,101.2,104.8
New Jersey Nets,7,57,.109,33.5,12,52,90.7,100.9
Cleveland Cavaliers,50,15,.769,—,48,17,102.2,95.1
Milwaukee Bucks,34,29,.540,15.0,35,28,97.9,96.3
Chicago Bulls,31,33,.484,18.5,27,37,97.3,99.7
Detroit Pistons,22,42,.344,27.5,21,43,93.2,97.9
Indiana Pacers,21,43,.328,28.5,21,43,99.6,104.5
Orlando Magic,46,20,.697,—,48,18,101.9,95.1
Atlanta Hawks,41,23,.641,4.0,42,22,102.1,97.6
Miami Heat,33,32,.508,12.5,35,30,96.2,95.3
Charlotte Bobcats,32,31,.508,12.5,34,29,94.7,93.8
Washington Wizards,21,41,.339,23.0,22,40,97.1,101.2
Denver Nuggets,43,21,.672,—,42,22,107.7,102.6
Utah Jazz,42,22,.656,1.0,44,20,103.4,97.8
Oklahoma City Thunder,39,24,.619,3.5,39,24,99.7,96.3
Portland Trail Blazers,39,28,.582,5.5,40,27,98.1,95.2
Minnesota Timberwolves,14,51,.215,29.5,15,50,98.0,106.7
Los Angeles Lakers,47,18,.723,—,45,20,102.6,96.6
Phoenix Suns,40,25,.615,7.0,40,25,109.5,106.1
Los Angeles Clippers,25,40,.385,22.0,20,45,95.5,101.1
Sacramento Kings,22,43,.338,25.0,24,41,100.7,104.7
Golden State Warriors,17,47,.266,29.5,24,40,107.2,111.2
Dallas Mavericks,45,21,.682,—,39,27,101.7,99.1
San Antonio Spurs,37,25,.597,6.0,40,22,100.7,96.3
Memphis Grizzlies,34,31,.523,10.5,31,34,102.1,102.6
Houston Rockets,32,31,.508,11.5,32,31,101.2,101.1
New Orleans Hornets,32,33,.492,12.5,28,37,99.9,101.8
