Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,7,7,.500,—,7,7,90.2,90.1
New Jersey Nets,5,7,.417,1.0,6,6,85.3,84.4
Boston Celtics,5,8,.385,1.5,6,7,86.9,87.2
Washington Wizards,5,8,.385,1.5,6,7,92.9,93.5
New York Knicks,5,9,.357,2.0,5,9,87.6,91.4
Miami Heat,3,11,.214,4.0,3,11,85.9,94.1
Orlando Magic,1,13,.071,6.0,3,11,87.9,97.2
Indiana Pacers,11,2,.846,—,9,4,87.2,81.9
New Orleans Hornets,10,4,.714,1.5,8,6,93.6,90.8
Detroit Pistons,10,5,.667,2.0,10,5,94.2,89.2
Milwaukee Bucks,6,7,.462,5.0,8,5,94.8,91.7
Toronto Raptors,6,7,.462,5.0,3,10,76.6,83.3
Atlanta Hawks,5,10,.333,7.0,4,11,90.2,96.0
Chicago Bulls,4,10,.286,7.5,3,11,89.1,98.9
Cleveland Cavaliers,4,10,.286,7.5,5,9,90.5,94.6
Dallas Mavericks,9,4,.692,—,9,4,99.8,94.5
Houston Rockets,9,4,.692,—,10,3,89.1,82.2
Minnesota Timberwolves,8,5,.615,1.0,9,4,90.1,85.4
San Antonio Spurs,8,6,.571,1.5,10,4,89.9,83.5
Denver Nuggets,7,6,.538,2.0,7,6,91.9,91.5
Utah Jazz,7,6,.538,2.0,6,7,93.5,94.4
Memphis Grizzlies,6,6,.500,2.5,5,7,93.4,94.9
Los Angeles Lakers,11,3,.786,—,10,4,102.2,94.6
Sacramento Kings,9,4,.692,1.5,9,4,105.3,99.1
Seattle SuperSonics,7,4,.636,2.5,6,5,96.9,94.8
Portland Trail Blazers,7,6,.538,3.5,6,7,89.8,91.8
Phoenix Suns,6,6,.500,4.0,6,6,92.7,92.1
Golden State Warriors,6,7,.462,4.5,7,6,91.2,89.9
Los Angeles Clippers,4,6,.400,5.0,3,7,97.7,103.0
