Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,47,31,.603,—,43,35,94.2,92.7
Philadelphia 76ers,37,41,.474,10.0,35,43,99.8,101.5
Boston Celtics,32,46,.410,15.0,35,43,98.6,100.2
Toronto Raptors,26,53,.329,21.5,33,46,101.0,103.6
New York Knicks,22,55,.286,24.5,22,55,96.1,102.5
Detroit Pistons,63,15,.808,—,59,19,96.9,89.5
Cleveland Cavaliers,47,31,.603,16.0,46,32,97.8,95.4
Indiana Pacers,38,40,.487,25.0,43,35,93.7,92.3
Milwaukee Bucks,38,40,.487,25.0,35,43,97.3,98.7
Chicago Bulls,37,41,.474,26.0,39,39,96.9,96.9
Miami Heat,51,27,.654,—,50,28,100.2,95.9
Washington Wizards,39,39,.500,12.0,43,35,101.5,100.1
Orlando Magic,34,44,.436,17.0,36,42,94.8,96.0
Atlanta Hawks,24,54,.308,27.0,26,52,96.7,101.7
Charlotte Bobcats,22,56,.282,29.0,27,51,96.7,101.2
Denver Nuggets,44,35,.557,—,41,38,100.8,100.2
Utah Jazz,39,39,.500,4.5,33,45,92.1,94.3
Seattle SuperSonics,33,45,.423,10.5,30,48,102.4,105.8
Minnesota Timberwolves,33,46,.418,11.0,35,44,91.9,93.4
Portland Trail Blazers,21,57,.269,22.5,15,63,88.8,98.3
Phoenix Suns,51,26,.662,—,52,25,108.5,103.0
Los Angeles Clippers,45,33,.577,6.5,44,34,97.3,95.6
Los Angeles Lakers,42,37,.532,10.0,45,34,99.0,97.0
Sacramento Kings,41,38,.519,11.0,43,36,98.7,97.6
Golden State Warriors,31,47,.397,20.5,34,44,98.5,100.3
San Antonio Spurs,60,18,.769,—,57,21,95.5,88.8
Dallas Mavericks,59,20,.747,1.5,57,22,99.3,92.8
Memphis Grizzlies,46,33,.582,14.5,50,29,91.9,88.4
New Orleans/Oklahoma City Hornets,38,40,.487,22.0,33,45,93.0,95.0
Houston Rockets,33,46,.418,27.5,35,44,90.3,91.8
