Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,7,7,.500,—,7,7,90.2,90.1
New Jersey Nets,5,7,.417,1.0,6,6,85.3,84.4
Boston Celtics,5,7,.417,1.0,6,6,86.8,86.6
Washington Wizards,5,7,.417,1.0,6,6,93.6,93.9
New York Knicks,4,9,.308,2.5,4,9,87.2,91.7
Miami Heat,3,11,.214,4.0,3,11,85.9,94.1
Orlando Magic,1,12,.077,5.5,3,10,88.6,97.8
Indiana Pacers,10,2,.833,—,8,4,87.0,82.3
Detroit Pistons,9,4,.692,1.5,9,4,95.3,89.8
New Orleans Hornets,9,4,.692,1.5,8,5,94.5,91.6
Toronto Raptors,6,6,.500,4.0,3,9,77.8,83.4
Milwaukee Bucks,5,7,.417,5.0,7,5,95.8,94.2
Atlanta Hawks,5,9,.357,6.0,4,10,90.3,96.1
Chicago Bulls,4,9,.308,6.5,2,11,88.4,98.0
Cleveland Cavaliers,4,10,.286,7.0,5,9,90.5,94.6
Dallas Mavericks,9,4,.692,—,9,4,99.8,94.5
Houston Rockets,8,4,.667,0.5,9,3,87.8,81.5
Minnesota Timberwolves,8,5,.615,1.0,9,4,90.1,85.4
San Antonio Spurs,8,6,.571,1.5,10,4,89.9,83.5
Denver Nuggets,7,6,.538,2.0,7,6,91.9,91.5
Utah Jazz,7,6,.538,2.0,6,7,93.5,94.4
Memphis Grizzlies,6,5,.545,2.0,6,5,93.8,92.5
Los Angeles Lakers,10,3,.769,—,9,4,100.8,95.0
Sacramento Kings,8,4,.667,1.5,8,4,104.9,99.1
Seattle SuperSonics,6,4,.600,2.5,6,4,97.8,95.8
Portland Trail Blazers,7,5,.583,2.5,5,7,91.3,92.9
Phoenix Suns,6,6,.500,3.5,6,6,92.7,92.1
Golden State Warriors,5,7,.417,4.5,6,6,92.3,91.4
Los Angeles Clippers,4,5,.444,4.0,3,6,98.6,102.8
