Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,11,2,.846,—,10,3,91.4,84.8
New York Knicks,8,6,.571,3.5,8,6,85.1,83.8
Boston Celtics,6,6,.500,4.5,5,7,95.3,97.3
New Jersey Nets,6,7,.462,5.0,7,6,91.9,91.8
Miami Heat,5,8,.385,6.0,6,7,83.7,85.1
Orlando Magic,5,9,.357,6.5,6,8,94.4,96.9
Washington Wizards,4,10,.286,7.5,5,9,91.1,94.4
Cleveland Cavaliers,9,4,.692,—,7,6,92.9,91.7
Charlotte Hornets,9,6,.600,1.0,10,5,92.3,87.1
Toronto Raptors,7,5,.583,1.5,8,4,95.8,90.8
Indiana Pacers,6,6,.500,2.5,6,6,92.3,92.0
Detroit Pistons,5,8,.385,4.0,6,7,96.2,98.2
Milwaukee Bucks,3,9,.250,5.5,4,8,92.5,98.4
Atlanta Hawks,2,12,.143,7.5,2,12,86.3,96.4
Chicago Bulls,1,11,.083,7.5,1,11,81.1,96.9
Utah Jazz,9,3,.750,—,10,2,98.8,88.5
San Antonio Spurs,9,4,.692,0.5,9,4,95.2,88.8
Dallas Mavericks,9,5,.643,1.0,7,7,94.6,95.1
Houston Rockets,8,6,.571,2.0,8,6,93.1,90.4
Minnesota Timberwolves,7,6,.538,2.5,6,7,97.5,97.8
Denver Nuggets,7,7,.500,3.0,4,10,94.9,100.7
Vancouver Grizzlies,4,8,.333,5.0,6,6,90.3,91.3
Phoenix Suns,10,3,.769,—,10,3,94.2,86.8
Sacramento Kings,9,3,.750,0.5,10,2,103.3,90.9
Portland Trail Blazers,10,5,.667,1.0,10,5,93.7,90.1
Los Angeles Lakers,9,4,.692,1.0,8,5,100.1,95.7
Seattle SuperSonics,6,9,.400,5.0,5,10,95.5,99.5
Golden State Warriors,4,10,.286,6.5,4,10,92.5,98.1
Los Angeles Clippers,4,10,.286,6.5,4,10,86.7,91.6
