Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,29,4,.879,—,28,5,99.7,87.5
Toronto Raptors,18,17,.514,12.0,19,16,96.7,95.3
New Jersey Nets,18,17,.514,12.0,12,23,93.7,97.7
Philadelphia 76ers,14,22,.389,16.5,15,21,93.3,95.8
New York Knicks,9,25,.265,20.5,8,26,94.1,101.9
Detroit Pistons,27,9,.750,—,29,7,99.0,89.4
Cleveland Cavaliers,18,18,.500,9.0,14,22,95.1,97.8
Indiana Pacers,16,21,.432,11.5,16,21,102.9,104.7
Milwaukee Bucks,15,20,.429,11.5,11,24,94.5,100.0
Chicago Bulls,13,20,.394,12.5,12,21,94.0,97.5
Orlando Magic,23,14,.622,—,23,14,103.6,100.3
Washington Wizards,17,16,.515,4.0,19,14,99.8,97.5
Atlanta Hawks,16,16,.500,4.5,15,17,94.6,95.8
Charlotte Bobcats,13,21,.382,8.5,12,22,94.3,98.5
Miami Heat,8,28,.222,14.5,11,25,93.9,99.3
Portland Trail Blazers,22,13,.629,—,19,16,96.9,95.6
Denver Nuggets,21,13,.618,0.5,20,14,106.8,103.6
Utah Jazz,20,17,.541,3.0,24,13,104.8,100.1
Seattle SuperSonics,9,26,.257,13.0,9,26,96.9,104.0
Minnesota Timberwolves,5,29,.147,16.5,8,26,93.2,102.0
Phoenix Suns,25,11,.694,—,24,12,110.0,104.8
Los Angeles Lakers,23,11,.676,1.0,24,10,107.5,100.8
Golden State Warriors,20,16,.556,5.0,19,17,108.2,107.2
Sacramento Kings,14,20,.412,10.0,14,20,98.2,101.0
Los Angeles Clippers,10,22,.313,13.0,10,22,92.6,97.9
Dallas Mavericks,24,11,.686,—,23,12,101.2,96.3
San Antonio Spurs,23,11,.676,0.5,24,10,98.0,92.4
New Orleans Hornets,23,12,.657,1.0,22,13,97.2,93.9
Houston Rockets,19,17,.528,5.5,20,16,95.2,93.7
Memphis Grizzlies,10,25,.286,14.0,13,22,100.5,104.7
