Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,40,15,.727,—,39,16,102.9,96.8
Toronto Raptors,37,18,.673,3.0,36,19,102.2,97.5
Boston Celtics,33,25,.569,8.5,37,21,106.1,102.1
Miami Heat,32,24,.571,8.5,29,27,96.8,96.5
Atlanta Hawks,31,27,.534,10.5,33,25,102.5,100.3
Indiana Pacers,30,26,.536,10.5,32,24,102.4,100.3
Charlotte Hornets,29,26,.527,11.0,30,25,102.0,100.7
Chicago Bulls,29,26,.527,11.0,27,28,101.8,102.3
Detroit Pistons,28,29,.491,13.0,30,27,101.5,100.9
Washington Wizards,25,29,.463,14.5,23,31,102.4,104.9
Orlando Magic,24,30,.444,15.5,25,29,99.7,101.0
Milwaukee Bucks,24,33,.421,17.0,20,37,98.6,102.8
New York Knicks,24,34,.414,17.5,24,34,99.1,101.7
Brooklyn Nets,15,41,.268,25.5,15,41,96.5,103.5
Philadelphia 76ers,8,47,.145,32.0,10,45,95.6,106.1
Golden State Warriors,50,5,.909,—,45,10,115.0,103.5
San Antonio Spurs,47,9,.839,3.5,48,8,105.2,92.7
Oklahoma City Thunder,40,16,.714,10.5,41,15,109.6,102.1
Los Angeles Clippers,37,19,.661,13.5,37,19,105.2,100.4
Memphis Grizzlies,32,23,.582,18.0,26,29,98.1,99.1
Dallas Mavericks,30,27,.526,21.0,28,29,101.4,101.8
Portland Trail Blazers,29,27,.518,21.5,30,26,103.3,102.1
Houston Rockets,28,28,.500,22.5,25,31,105.2,106.7
Utah Jazz,27,28,.491,23.0,30,25,98.1,96.8
Sacramento Kings,23,31,.426,26.5,24,30,107.2,109.1
New Orleans Pelicans,22,33,.400,28.0,23,32,102.6,105.3
Denver Nuggets,22,34,.393,28.5,22,34,100.7,104.0
Minnesota Timberwolves,18,39,.316,33.0,22,35,100.8,104.5
Phoenix Suns,14,43,.246,37.0,16,41,100.4,107.4
Los Angeles Lakers,11,47,.190,40.5,12,46,97.2,106.7
