Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,24,8,.750,—,24,8,108.1,100.2
Brooklyn Nets,15,16,.484,8.5,14,17,96.8,98.6
Boston Celtics,11,18,.379,11.5,14,15,103.3,103.7
New York Knicks,5,29,.147,20.0,9,25,94.1,101.4
Philadelphia 76ers,4,26,.133,19.0,4,26,90.6,103.4
Chicago Bulls,22,10,.688,—,20,12,102.5,98.4
Cleveland Cavaliers,18,14,.563,4.0,18,14,101.5,99.6
Milwaukee Bucks,17,16,.515,5.5,17,16,99.4,99.3
Indiana Pacers,12,21,.364,10.5,15,18,94.9,96.3
Detroit Pistons,8,23,.258,13.5,11,20,96.0,100.2
Atlanta Hawks,23,8,.742,—,20,11,102.2,97.4
Washington Wizards,22,9,.710,1.0,19,12,100.2,97.4
Miami Heat,14,19,.424,10.0,12,21,94.7,98.1
Orlando Magic,13,22,.371,12.0,11,24,93.9,99.3
Charlotte Hornets,10,23,.303,14.0,11,22,95.3,100.4
Portland Trail Blazers,26,7,.788,—,24,9,104.0,96.5
Oklahoma City Thunder,16,17,.485,10.0,19,14,99.2,97.2
Denver Nuggets,13,19,.406,12.5,13,19,101.5,104.5
Utah Jazz,11,21,.344,14.5,12,20,96.3,100.0
Minnesota Timberwolves,5,25,.167,19.5,6,24,98.4,108.7
Golden State Warriors,25,5,.833,—,24,6,108.1,98.2
Los Angeles Clippers,22,11,.667,4.5,23,10,105.9,100.2
Phoenix Suns,18,16,.529,9.0,19,15,106.5,104.9
Sacramento Kings,13,19,.406,13.0,14,18,101.9,104.1
Los Angeles Lakers,10,22,.313,16.0,10,22,102.6,109.0
Memphis Grizzlies,23,8,.742,—,21,10,102.1,97.2
Houston Rockets,22,9,.710,1.0,20,11,101.0,97.0
Dallas Mavericks,23,10,.697,1.0,24,9,109.6,102.7
San Antonio Spurs,20,14,.588,4.5,21,13,102.1,98.6
New Orleans Pelicans,16,16,.500,7.5,16,16,101.6,101.9
